year,season,date,watershed,block,plot,sppnum,taxa,cover,flowernum,notes
2023,late,8/2/2023,N1A,C,6,055,Asclepias verticillata,1,,
2023,late,8/2/2023,N1A,C,6,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/2/2023,N1A,C,6,086,Brickelia (Kuhnia) eupatoroides,1,,
2023,late,8/2/2023,N1A,C,6,120,Ruellia humilis,1,,
2023,late,8/2/2023,N1A,C,6,127,Solidago altissima,3,,
2023,late,8/2/2023,N1A,C,6,140,Vernonia baldwinii,10,,
2023,late,8/2/2023,N1A,C,6,143,Lespedeza violacea,30,,
2023,late,8/2/2023,N1A,C,6,151,Kummerowia stipulacea,1,,
2023,late,8/2/2023,N1A,C,6,194,Physalis heterophylla,1,,Physalis oily
2023,late,8/2/2023,N1A,C,6,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,C,6,384,Solanum ptycanthum,2,,
2023,early,5/27/2023,N1A,D,1,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,D,1,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,D,1,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N1A,D,1,107,Dalea multiflora,9,,
2023,early,5/27/2023,N1A,D,1,125,Sisyrinchium campestre,1,,Sissy camp
2023,early,5/27/2023,N1A,D,1,143,Lespedeza violacea,18,,
2023,early,5/27/2023,N1A,D,1,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,D,1,002,Andropogon gerardii,60,,
2023,late,8/2/2023,N1A,D,1,003,Schizachyrium scoparium,6,,
2023,late,8/2/2023,N1A,D,1,004,Bouteloua curtipendula,3,,
2023,late,8/2/2023,N1A,D,1,015,Panicum virgatum,2,,
2023,late,8/2/2023,N1A,D,1,018,Sorghastrum nutans,10,,
2023,late,8/2/2023,N1A,D,1,021,Sporobolus compositus (asper),0,,cover data marked 0
2023,late,8/2/2023,N1A,D,1,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/2/2023,N1A,D,1,090,Lespedeza capitata,8,,
2023,late,8/2/2023,N1A,D,1,107,Dalea multiflora,17,,
2023,late,8/2/2023,N1A,D,1,140,Vernonia baldwinii,6,,
2023,late,8/2/2023,N1A,D,1,143,Lespedeza violacea,45,,
2023,late,8/2/2023,N1A,D,1,193,Euphorbia dentata,1,,
2023,late,8/2/2023,N1A,D,1,234,Rhus glabra,4,,
2023,early,5/27/2023,N1A,D,2,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,D,2,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,D,2,034,Carex meadii,10,,carex in flower
2023,early,5/27/2023,N1A,D,2,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,D,2,143,Lespedeza violacea,60,,
2023,late,8/2/2023,N1A,D,2,002,Andropogon gerardii,70,,
2023,late,8/2/2023,N1A,D,2,003,Schizachyrium scoparium,13,,
2023,late,8/2/2023,N1A,D,2,004,Bouteloua curtipendula,2,,
2023,late,8/2/2023,N1A,D,2,015,Panicum virgatum,1,,
2023,late,8/2/2023,N1A,D,2,018,Sorghastrum nutans,8,,
2023,late,8/2/2023,N1A,D,2,046,Ambrosia psilostachya,0,,cover data marked 0
2023,late,8/2/2023,N1A,D,2,052,Artemesia ludoviciana,10,,
2023,late,8/2/2023,N1A,D,2,058,Symphyotrichym (Aster) ericoides,9,,
2023,late,8/2/2023,N1A,D,2,086,Brickelia (Kuhnia) eupatoroides,3,,
2023,late,8/2/2023,N1A,D,2,090,Lespedeza capitata,4,,
2023,late,8/2/2023,N1A,D,2,127,Solidago altissima,13,,
2023,late,8/2/2023,N1A,D,2,140,Vernonia baldwinii,4,,
2023,late,8/2/2023,N1A,D,2,143,Lespedeza violacea,80,,
2023,late,8/2/2023,N1A,D,2,410,Eupatorium altissimum,1,,
2023,early,5/27/2023,N1A,D,3,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,D,3,034,Carex meadii,2,,
2023,early,5/27/2023,N1A,D,3,056,Asclepias viridis,11,,
2023,early,5/27/2023,N1A,D,3,099,Oenothera speciosa,1,,
2023,early,5/27/2023,N1A,D,3,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,D,3,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,D,3,143,Lespedeza violacea,13,,
2023,early,5/27/2023,N1A,D,3,519,Carex austrina,3,,carex in flower
2023,late,8/2/2023,N1A,D,3,002,Andropogon gerardii,35,,
2023,late,8/2/2023,N1A,D,3,003,Schizachyrium scoparium,10,,
2023,late,8/2/2023,N1A,D,3,004,Bouteloua curtipendula,25,,
2023,late,8/2/2023,N1A,D,3,018,Sorghastrum nutans,20,,
2023,late,8/2/2023,N1A,D,3,058,Symphyotrichym (Aster) ericoides,4,,
2023,late,8/2/2023,N1A,D,3,086,Brickelia (Kuhnia) eupatoroides,3,,
2023,late,8/2/2023,N1A,D,3,090,Lespedeza capitata,5,,
2023,late,8/2/2023,N1A,D,3,120,Ruellia humilis,1,,
2023,late,8/2/2023,N1A,D,3,127,Solidago altissima,6,,
2023,late,8/2/2023,N1A,D,3,139,Verbena stricta,1,,
2023,late,8/2/2023,N1A,D,3,140,Vernonia baldwinii,2,,
2023,late,8/2/2023,N1A,D,3,143,Lespedeza violacea,50,,
2023,late,8/2/2023,N1A,D,3,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,D,4,031,Carex brevior,1,,no flower
2023,early,5/27/2023,N1A,D,4,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,D,4,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,D,4,106,Dalea candida,1,,
2023,early,5/27/2023,N1A,D,4,143,Lespedeza violacea,12,,
2023,early,5/27/2023,N1A,D,4,194,Physalis heterophylla,3,,Physalis oily
2023,early,5/27/2023,N1A,D,4,206,Viola nephrophylla,1,,
2023,early,5/27/2023,N1A,D,4,231,Toxicodendron,5,,Poison Ivy
2023,late,8/2/2023,N1A,D,4,002,Andropogon gerardii,70,,
2023,late,8/2/2023,N1A,D,4,003,Schizachyrium scoparium,0,,cover data marked 0
2023,late,8/2/2023,N1A,D,4,004,Bouteloua curtipendula,2,,
2023,late,8/2/2023,N1A,D,4,018,Sorghastrum nutans,20,,
2023,late,8/2/2023,N1A,D,4,021,Sporobolus compositus (asper),3,,
2023,late,8/2/2023,N1A,D,4,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,D,4,058,Symphyotrichym (Aster) ericoides,35,,
2023,late,8/2/2023,N1A,D,4,086,Brickelia (Kuhnia) eupatoroides,1,,
2023,late,8/2/2023,N1A,D,4,106,Dalea candida,4,,
2023,late,8/2/2023,N1A,D,4,112,Physalis virginiana,2,,
2023,late,8/2/2023,N1A,D,4,127,Solidago altissima,11,,
2023,late,8/2/2023,N1A,D,4,143,Lespedeza violacea,12,,
2023,late,8/2/2023,N1A,D,4,194,Physalis heterophylla,1,,Physalis oily
2023,late,8/2/2023,N1A,D,4,231,Toxicodendron,4,,Poison Ivy
2023,early,5/27/2023,N1A,D,5,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,D,5,031,Carex brevior,2,,carex in flower
2023,early,5/27/2023,N1A,D,5,033,Carex inops (heliophila),2,,
2023,early,5/27/2023,N1A,D,5,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,D,5,096,Callirhoe involucrate,2,,
2023,early,5/27/2023,N1A,D,5,143,Lespedeza violacea,1,,
2023,early,5/27/2023,N1A,D,5,300,Euphorbia seedling,1,,"seedling, check in FML; drawing on datasheet"
2023,early,5/27/2023,N1A,D,5,546,Desmodium perplexum,2,,
2023,late,8/2/2023,N1A,D,5,002,Andropogon gerardii,20,,
2023,late,8/2/2023,N1A,D,5,003,Schizachyrium scoparium,70,,
2023,late,8/2/2023,N1A,D,5,004,Bouteloua curtipendula,1,,
2023,late,8/2/2023,N1A,D,5,012,Koeleria macrantha,1,,
2023,late,8/2/2023,N1A,D,5,014,Dichanthelium oligosanthes,1,,
2023,late,8/2/2023,N1A,D,5,018,Sorghastrum nutans,8,,
2023,late,8/2/2023,N1A,D,5,021,Sporobolus compositus (asper),4,,
2023,late,8/2/2023,N1A,D,5,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,D,5,052,Artemesia ludoviciana,1,,
2023,late,8/2/2023,N1A,D,5,058,Symphyotrichym (Aster) ericoides,20,,
2023,late,8/2/2023,N1A,D,5,090,Lespedeza capitata,10,,
2023,late,8/2/2023,N1A,D,5,096,Callirhoe involucrate,1,,
2023,late,8/2/2023,N1A,D,5,127,Solidago altissima,2,,
2023,late,8/2/2023,N1A,D,5,140,Vernonia baldwinii,2,,
2023,late,8/2/2023,N1A,D,5,143,Lespedeza violacea,1,,
2023,late,8/2/2023,N1A,D,5,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,D,5,546,Desmodium perplexum,2,,
2023,early,5/27/2023,N1A,D,6,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,D,6,031,Carex brevior,1,,no flower
2023,early,5/27/2023,N1A,D,6,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,D,6,034,Carex meadii,2,,
2023,early,5/27/2023,N1A,D,6,099,Oenothera speciosa,1,,
2023,early,5/27/2023,N1A,D,6,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,D,6,111,Physalis pumila,2,,
2023,early,5/27/2023,N1A,D,6,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,D,6,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,D,6,143,Lespedeza violacea,45,,
2023,early,5/27/2023,N1A,D,6,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,D,6,002,Andropogon gerardii,30,,
2023,late,8/2/2023,N1A,D,6,003,Schizachyrium scoparium,30,,
2023,late,8/2/2023,N1A,D,6,004,Bouteloua curtipendula,20,,
2023,late,8/2/2023,N1A,D,6,014,Dichanthelium oligosanthes,1,,
2023,late,8/2/2023,N1A,D,6,018,Sorghastrum nutans,20,,
2023,late,8/2/2023,N1A,D,6,021,Sporobolus compositus (asper),0,,cover data marked 0
2023,late,8/2/2023,N1A,D,6,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,D,6,058,Symphyotrichym (Aster) ericoides,6,,
2023,late,8/2/2023,N1A,D,6,073,Delphinium carolinanum,1,,? KW pic
2023,late,8/2/2023,N1A,D,6,090,Lespedeza capitata,4,,
2023,late,8/2/2023,N1A,D,6,120,Ruellia humilis,3,,
2023,late,8/2/2023,N1A,D,6,128,Solidago missouriensis,2,,
2023,late,8/2/2023,N1A,D,6,139,Verbena stricta,2,,
2023,late,8/2/2023,N1A,D,6,140,Vernonia baldwinii,10,,
2023,late,8/2/2023,N1A,D,6,143,Lespedeza violacea,80,,
2023,late,8/2/2023,N1A,D,6,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,E,1,031,Carex brevior,1,,carex in flower
2023,early,5/27/2023,N1A,E,1,034,Carex meadii,7,,
2023,early,5/27/2023,N1A,E,1,040,Amorpha canescens,13,,
2023,early,5/27/2023,N1A,E,1,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N1A,E,1,103,Oxalis violacea,7,,
2023,early,5/27/2023,N1A,E,1,143,Lespedeza violacea,22,,
2023,early,5/27/2023,N1A,E,1,519,Carex austrina,1,,carex in flower
2023,early,5/27/2023,N1A,E,1,546,Desmodium perplexum,16,,
2023,late,8/2/2023,N1A,E,1,002,Andropogon gerardii,60,,
2023,late,8/2/2023,N1A,E,1,003,Schizachyrium scoparium,14,,
2023,late,8/2/2023,N1A,E,1,014,Dichanthelium oligosanthes,1,,
2023,late,8/2/2023,N1A,E,1,018,Sorghastrum nutans,15,,
2023,late,8/2/2023,N1A,E,1,040,Amorpha canescens,11,,
2023,late,8/2/2023,N1A,E,1,046,Ambrosia psilostachya,0,,cover data marked 0
2023,late,8/2/2023,N1A,E,1,052,Artemesia ludoviciana,6,,
2023,late,8/2/2023,N1A,E,1,058,Symphyotrichym (Aster) ericoides,15,,
2023,late,8/2/2023,N1A,E,1,090,Lespedeza capitata,2,,
2023,late,8/2/2023,N1A,E,1,140,Vernonia baldwinii,2,,
2023,late,8/2/2023,N1A,E,1,143,Lespedeza violacea,30,,
2023,late,8/2/2023,N1A,E,1,218,Tridens flavus,5,,
2023,late,8/2/2023,N1A,E,1,546,Desmodium perplexum,28,,
2023,early,5/27/2023,N1A,E,2,031,Carex brevior,1,,
2023,early,5/27/2023,N1A,E,2,034,Carex meadii,4,,
2023,early,5/27/2023,N1A,E,2,040,Amorpha canescens,55,,
2023,early,5/27/2023,N1A,E,2,055,Asclepias verticillata,2,,
2023,early,5/27/2023,N1A,E,2,078,Euphorbia marginata,1,,
2023,early,5/27/2023,N1A,E,2,103,Oxalis violacea,3,,
2023,early,5/27/2023,N1A,E,2,112,Physalis virginiana,5,,
2023,early,5/27/2023,N1A,E,2,143,Lespedeza violacea,6,,
2023,early,5/27/2023,N1A,E,2,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,E,2,002,Andropogon gerardii,95,,
2023,late,8/2/2023,N1A,E,2,014,Dichanthelium oligosanthes,0,,cover data marked 0
2023,late,8/2/2023,N1A,E,2,018,Sorghastrum nutans,9,,
2023,late,8/2/2023,N1A,E,2,021,Sporobolus compositus (asper),2,,
2023,late,8/2/2023,N1A,E,2,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,E,2,052,Artemesia ludoviciana,1,,
2023,late,8/2/2023,N1A,E,2,058,Symphyotrichym (Aster) ericoides,6,,
2023,late,8/2/2023,N1A,E,2,127,Solidago altissima,15,,
2023,late,8/2/2023,N1A,E,2,130,Solidago rigida,5,,
2023,late,8/2/2023,N1A,E,2,143,Lespedeza violacea,7,,
2023,early,5/27/2023,N1A,E,3,007,Bouteloua (Buchloe) dactyloides,70,,in flower
2023,early,5/27/2023,N1A,E,3,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,E,3,027,Vulpia octoflora,1,,
2023,early,5/27/2023,N1A,E,3,028,Hordeum pusillum,3,,
2023,early,5/27/2023,N1A,E,3,031,Carex brevior,2,,
2023,early,5/27/2023,N1A,E,3,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,E,3,075,Draba reptans,1,,
2023,early,5/27/2023,N1A,E,3,082,Hedeoma hispida,1,,
2023,early,5/27/2023,N1A,E,3,089,Lepidium densiflorum,1,,
2023,early,5/27/2023,N1A,E,3,102,Oxalis stricta,1,,
2023,early,5/27/2023,N1A,E,3,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,E,3,123,Packera plattensis,1,,
2023,early,5/27/2023,N1A,E,3,151,Kummerowia stipulacea,1,,
2023,early,5/27/2023,N1A,E,3,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,E,3,002,Andropogon gerardii,4,,
2023,late,8/2/2023,N1A,E,3,003,Schizachyrium scoparium,1,,
2023,late,8/2/2023,N1A,E,3,004,Bouteloua curtipendula,5,,
2023,late,8/2/2023,N1A,E,3,007,Bouteloua (Buchloe) dactyloides,85,,
2023,late,8/2/2023,N1A,E,3,018,Sorghastrum nutans,2,,
2023,late,8/2/2023,N1A,E,3,021,Sporobolus compositus (asper),3,,
2023,late,8/2/2023,N1A,E,3,046,Ambrosia psilostachya,3,,
2023,late,8/2/2023,N1A,E,3,058,Symphyotrichym (Aster) ericoides,4,,
2023,late,8/2/2023,N1A,E,3,090,Lespedeza capitata,2,,
2023,late,8/2/2023,N1A,E,3,120,Ruellia humilis,1,,
2023,late,8/2/2023,N1A,E,3,130,Solidago rigida,1,,
2023,late,8/2/2023,N1A,E,3,151,Kummerowia stipulacea,9,,
2023,late,8/2/2023,N1A,E,3,519,Carex austrina,2,,
2023,early,5/27/2023,N1A,E,4,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,E,4,031,Carex brevior,3,,carex in flower
2023,early,5/27/2023,N1A,E,4,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,E,4,034,Carex meadii,4,,
2023,early,5/27/2023,N1A,E,4,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N1A,E,4,103,Oxalis violacea,9,,
2023,early,5/27/2023,N1A,E,4,111,Physalis pumila,1,,
2023,early,5/27/2023,N1A,E,4,143,Lespedeza violacea,25,,
2023,early,5/27/2023,N1A,E,4,546,Desmodium perplexum,5,,
2023,late,8/2/2023,N1A,E,4,002,Andropogon gerardii,23,,
2023,late,8/2/2023,N1A,E,4,003,Schizachyrium scoparium,70,,
2023,late,8/2/2023,N1A,E,4,004,Bouteloua curtipendula,1,,
2023,late,8/2/2023,N1A,E,4,014,Dichanthelium oligosanthes,3,,
2023,late,8/2/2023,N1A,E,4,018,Sorghastrum nutans,12,,
2023,late,8/2/2023,N1A,E,4,021,Sporobolus compositus (asper),3,,
2023,late,8/2/2023,N1A,E,4,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,E,4,052,Artemesia ludoviciana,5,,
2023,late,8/2/2023,N1A,E,4,055,Asclepias verticillata,2,,
2023,late,8/2/2023,N1A,E,4,055,Asclepias verticillata,4,,
2023,late,8/2/2023,N1A,E,4,058,Symphyotrichym (Aster) ericoides,20,,
2023,late,8/2/2023,N1A,E,4,090,Lespedeza capitata,4,,
2023,late,8/2/2023,N1A,E,4,143,Lespedeza violacea,75,,
2023,late,8/2/2023,N1A,E,4,546,Desmodium perplexum,17,,
2023,early,5/27/2023,N1A,E,5,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,E,5,034,Carex meadii,7,,
2023,early,5/27/2023,N1A,E,5,069,Callirhoe involucrate,1,,
2023,early,5/27/2023,N1A,E,5,103,Oxalis violacea,4,,
2023,early,5/27/2023,N1A,E,5,143,Lespedeza violacea,50,,
2023,early,5/27/2023,N1A,E,5,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,E,5,002,Andropogon gerardii,90,,
2023,late,8/2/2023,N1A,E,5,003,Schizachyrium scoparium,2,,edge
2023,late,8/2/2023,N1A,E,5,018,Sorghastrum nutans,15,,
2023,late,8/2/2023,N1A,E,5,052,Artemesia ludoviciana,3,,
2023,late,8/2/2023,N1A,E,5,058,Symphyotrichym (Aster) ericoides,18,,
2023,late,8/2/2023,N1A,E,5,086,Brickelia (Kuhnia) eupatoroides,4,,
2023,late,8/2/2023,N1A,E,5,090,Lespedeza capitata,1,,
2023,late,8/2/2023,N1A,E,5,127,Solidago altissima,7,,
2023,late,8/2/2023,N1A,E,5,130,Solidago rigida,1,,
2023,late,8/2/2023,N1A,E,5,143,Lespedeza violacea,65,,
2023,late,8/2/2023,N1A,E,5,158,Ulmus seedling,1,,seedling
2023,early,5/27/2023,N1A,E,6,014,Dichanthelium oligosanthes,2,,
2023,early,5/27/2023,N1A,E,6,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,E,6,034,Carex meadii,3,,
2023,early,5/27/2023,N1A,E,6,070,Cirsium undulatum,3,,
2023,early,5/27/2023,N1A,E,6,089,Lepidium densiflorum,1,,
2023,early,5/27/2023,N1A,E,6,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,E,6,106,Dalea candida,1,,
2023,early,5/27/2023,N1A,E,6,106,Dalea candida,2,,
2023,early,5/27/2023,N1A,E,6,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,E,6,123,Packera plattensis,1,,
2023,early,5/27/2023,N1A,E,6,143,Lespedeza violacea,12,,
2023,early,5/27/2023,N1A,E,6,519,Carex austrina,2,,carex in flower
2023,late,8/2/2023,N1A,E,6,002,Andropogon gerardii,20,,
2023,late,8/2/2023,N1A,E,6,003,Schizachyrium scoparium,40,,
2023,late,8/2/2023,N1A,E,6,004,Bouteloua curtipendula,15,,
2023,late,8/2/2023,N1A,E,6,014,Dichanthelium oligosanthes,1,,
2023,late,8/2/2023,N1A,E,6,018,Sorghastrum nutans,7,,
2023,late,8/2/2023,N1A,E,6,021,Sporobolus compositus (asper),0,,cover data marked 0
2023,late,8/2/2023,N1A,E,6,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,E,6,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/2/2023,N1A,E,6,086,Brickelia (Kuhnia) eupatoroides,4,,
2023,late,8/2/2023,N1A,E,6,090,Lespedeza capitata,2,,
2023,late,8/2/2023,N1A,E,6,124,Silene,1,,
2023,late,8/2/2023,N1A,E,6,127,Solidago altissima,3,,
2023,late,8/2/2023,N1A,E,6,130,Solidago rigida,2,,
2023,late,8/2/2023,N1A,E,6,140,Vernonia baldwinii,3,,
2023,late,8/2/2023,N1A,E,6,143,Lespedeza violacea,35,,
2023,early,5/27/2023,N1A,F,1,014,Dichanthelium oligosanthes,3,,
2023,early,5/27/2023,N1A,F,1,031,Carex brevior,2,,
2023,early,5/27/2023,N1A,F,1,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,F,1,034,Carex meadii,4,,
2023,early,5/27/2023,N1A,F,1,043,Symphoricarpos orbiculatus,2,,
2023,early,5/27/2023,N1A,F,1,103,Oxalis violacea,2,,
2023,early,5/27/2023,N1A,F,1,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,F,1,139,Verbena stricta,2,,
2023,early,5/27/2023,N1A,F,1,206,Viola nephrophylla,1,,
2023,early,5/27/2023,N1A,F,1,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,F,1,002,Andropogon gerardii,70,,
2023,late,8/2/2023,N1A,F,1,003,Schizachyrium scoparium,1,,
2023,late,8/2/2023,N1A,F,1,004,Bouteloua curtipendula,4,,
2023,late,8/2/2023,N1A,F,1,015,Panicum virgatum,3,,
2023,late,8/2/2023,N1A,F,1,018,Sorghastrum nutans,50,,
2023,late,8/2/2023,N1A,F,1,043,Symphyotrichym (Aster) orbiculatus,5,,SG notes to check species number 043= Symphoricarpos orbiculatus
2023,late,8/2/2023,N1A,F,1,090,Lespedeza capitata,10,,
2023,late,8/2/2023,N1A,F,1,127,Solidago altissima,1,,
2023,late,8/2/2023,N1A,F,1,140,Vernonia baldwinii,8,,
2023,late,8/2/2023,N1A,F,1,158,Ulmus americana,1,,
2023,late,8/2/2023,N1A,F,1,206,Viola nephrophylla,2,,
2023,late,8/2/2023,N1A,F,1,218,Tridens flavus,2,,
2023,early,5/27/2023,N1A,F,2,033,Carex inops (heliophila),2,,
2023,early,5/27/2023,N1A,F,2,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,F,2,070,Cirsium undulatum,2,,
2023,early,5/27/2023,N1A,F,2,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,F,2,125,Sisyrinchium campestre,1,,Sissy camp
2023,early,5/27/2023,N1A,F,2,143,Lespedeza violacea,13,,
2023,early,5/27/2023,N1A,F,2,161,Asclepias syriaca,2,,with petiole
2023,late,8/2/2023,N1A,F,2,002,Andropogon gerardii,75,,
2023,late,8/2/2023,N1A,F,2,003,Schizachyrium scoparium,4,,
2023,late,8/2/2023,N1A,F,2,004,Bouteloua curtipendula,5,,
2023,late,8/2/2023,N1A,F,2,014,Dichanthelium oligosanthes,2,,
2023,late,8/2/2023,N1A,F,2,015,Panicum virgatum,1,,
2023,late,8/2/2023,N1A,F,2,018,Sorghastrum nutans,35,,
2023,late,8/2/2023,N1A,F,2,058,Symphyotrichym (Aster) ericoides,8,,
2023,late,8/2/2023,N1A,F,2,090,Lespedeza capitata,6,,
2023,late,8/2/2023,N1A,F,2,107,Dalea multiflora,5,,
2023,late,8/2/2023,N1A,F,2,127,Solidago altissima,14,,
2023,late,8/2/2023,N1A,F,2,143,Lespedeza violacea,18,,
2023,early,5/27/2023,N1A,F,3,014,Dichanthelium oligosanthes,2,,
2023,early,5/27/2023,N1A,F,3,031,Carex brevior,2,,
2023,early,5/27/2023,N1A,F,3,034,Carex meadii,4,,
2023,early,5/27/2023,N1A,F,3,103,Oxalis violacea,2,,
2023,early,5/27/2023,N1A,F,3,143,Lespedeza violacea,9,,
2023,early,5/27/2023,N1A,F,3,218,Tridens flavus,5,,
2023,early,5/27/2023,N1A,F,3,234,Rhus glabra,4,,
2023,early,5/27/2023,N1A,F,3,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,F,3,002,Andropogon gerardii,2,,
2023,late,8/2/2023,N1A,F,3,003,Schizachyrium scoparium,10,,
2023,late,8/2/2023,N1A,F,3,004,Bouteloua curtipendula,25,,
2023,late,8/2/2023,N1A,F,3,018,Sorghastrum nutans,4,,
2023,late,8/2/2023,N1A,F,3,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,F,3,086,Brickelia (Kuhnia) eupatoroides,4,,
2023,late,8/2/2023,N1A,F,3,127,Solidago altissima,3,,
2023,late,8/2/2023,N1A,F,3,140,Vernonia baldwinii,13,,
2023,late,8/2/2023,N1A,F,3,143,Lespedeza violacea,16,,
2023,late,8/2/2023,N1A,F,3,218,Tridens flavus,9,,
2023,late,8/2/2023,N1A,F,3,234,Rhus glabra,11,,
2023,early,5/27/2023,N1A,F,4,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,F,4,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,F,4,034,Carex meadii,4,,
2023,early,5/27/2023,N1A,F,4,042,Rosa arkansana,1,,
2023,early,5/27/2023,N1A,F,4,050,Apocynum cannabinum,4,,
2023,early,5/27/2023,N1A,F,4,103,Oxalis violacea,6,,
2023,early,5/27/2023,N1A,F,4,107,Dalea multiflora,1,,
2023,early,5/27/2023,N1A,F,4,428,Evolvulus nuttallianus,1,,
2023,late,8/2/2023,N1A,F,4,002,Andropogon gerardii,70,,
2023,late,8/2/2023,N1A,F,4,003,Schizachyrium scoparium,8,,
2023,late,8/2/2023,N1A,F,4,004,Bouteloua curtipendula,5,,
2023,late,8/2/2023,N1A,F,4,018,Sorghastrum nutans,14,,
2023,late,8/2/2023,N1A,F,4,042,Rosa arkansana,1,,
2023,late,8/2/2023,N1A,F,4,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,F,4,050,Apocynum cannabinum,8,,
2023,late,8/2/2023,N1A,F,4,090,Lespedeza capitata,12,,
2023,late,8/2/2023,N1A,F,4,106,Dalea candida,1,,
2023,late,8/2/2023,N1A,F,4,111,Physalis pumila,2,,
2023,late,8/2/2023,N1A,F,4,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,F,5,031,Carex brevior,2,,
2023,early,5/27/2023,N1A,F,5,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,F,5,042,Rosa arkansana,1,,
2023,early,5/27/2023,N1A,F,5,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,F,5,111,Physalis pumila,1,,
2023,early,5/27/2023,N1A,F,5,118,Ratibida columnifera,1,,
2023,early,5/27/2023,N1A,F,5,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,F,5,148,Prunus americana,2,,SK pic
2023,early,5/27/2023,N1A,F,5,223,Stenaria nigricans,1,,
2023,early,5/27/2023,N1A,F,5,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,F,5,327,Malvastrum angustum,1,,SK pic
2023,late,8/2/2023,N1A,F,5,002,Andropogon gerardii,80,,
2023,late,8/2/2023,N1A,F,5,004,Bouteloua curtipendula,2,,
2023,late,8/2/2023,N1A,F,5,015,Panicum virgatum,3,,
2023,late,8/2/2023,N1A,F,5,018,Sorghastrum nutans,40,,
2023,late,8/2/2023,N1A,F,5,042,Rosa arkansana,1,,
2023,late,8/2/2023,N1A,F,5,052,Artemesia ludoviciana,1,,
2023,late,8/2/2023,N1A,F,5,111,Physalis pumila,2,,
2023,late,8/2/2023,N1A,F,5,120,Ruellia humilis,1,,
