,year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
365,2020,fall,8/31/2020,N1A,D,6,4,Bouteloua curtipendula,18,
366,2020,fall,8/31/2020,N1A,D,6,11,Eragrostis spectabilis,1,
367,2020,fall,8/31/2020,N1A,D,6,18,Sorghastrum nutans,4,
368,2020,spring,6/15/2020,N1A,D,6,32,Carex gravida,1,
369,2020,spring,6/15/2020,N1A,D,6,34,Carex meadii,2,
370,2020,fall,8/31/2020,N1A,D,6,46,Ambrosia psilostachya,24,
371,2020,fall,8/31/2020,N1A,D,6,58,Symphyotrichum ericoides,1,
372,2020,fall,8/31/2020,N1A,D,6,86,Brickellia eupatorioides,1,
373,2020,fall,8/31/2020,N1A,D,6,90,Lespedeza capitata,1,
374,2020,spring,6/15/2020,N1A,D,6,99,Oenothera speciosa,1,
375,2020,spring,6/15/2020,N1A,D,6,111,Physalis pumila,1,
376,2020,spring,6/15/2020,N1A,D,6,112,Physalis virginiana,1,
377,2020,spring,6/15/2020,N1A,D,6,120,Ruellia humilis,1,
378,2020,fall,8/31/2020,N1A,D,6,127,Solidago altissima,5,
379,2020,fall,8/31/2020,N1A,D,6,130,Solidago rigida,3,
380,2020,fall,8/31/2020,N1A,D,6,140,Vernonia baldwinii,6,
381,2020,spring,6/15/2020,N1A,D,6,143,Lespedeza violacea,35,
382,2020,fall,8/31/2020,N1A,D,6,156,Acalypha virginica,1,
383,2020,fall,8/31/2020,N1A,D,6,300,Euphorbia nutans,2,
384,2020,fall,8/31/2020,N1A,E,1,2,Andropogon gerardii,70,
385,2020,fall,8/31/2020,N1A,E,1,3,Schizachyrium scoparium,2,
386,2020,fall,8/31/2020,N1A,E,1,18,Sorghastrum nutans,13,
387,2020,fall,8/31/2020,N1A,E,1,21,Sporobolus compositus,1,
388,2020,spring,6/15/2020,N1A,E,1,34,Carex meadii,2,
389,2020,fall,8/31/2020,N1A,E,1,40,Amorpha canescens,8,
390,2020,fall,8/31/2020,N1A,E,1,46,Ambrosia psilostachya,15,
391,2020,fall,8/31/2020,N1A,E,1,52,Artemisia ludoviciana,6,
392,2020,fall,8/31/2020,N1A,E,1,58,Symphyotrichum ericoides,4,
393,2020,fall,8/31/2020,N1A,E,1,86,Brickellia eupatorioides,1,
394,2020,fall,8/31/2020,N1A,E,1,90,Lespedeza capitata,1,
395,2020,spring,6/15/2020,N1A,E,1,111,Physalis pumila,2,
396,2020,fall,8/31/2020,N1A,E,1,140,Vernonia baldwinii,22,
397,2020,spring,6/15/2020,N1A,E,1,143,Lespedeza violacea,20,
398,2020,fall,8/31/2020,N1A,E,1,193,Euphorbia dentata,1,
399,2020,fall,8/31/2020,N1A,E,1,218,Tridens flavus,7,
400,2020,spring,6/15/2020,N1A,E,1,519,Carex austrina,1,
401,2020,spring,6/15/2020,N1A,E,1,534,Oxalis dillenii,1,
402,2020,spring,6/15/2020,N1A,E,1,546,Desmodium perplexum,8,
403,2020,fall,8/31/2020,N1A,E,1,546,Desmodium perplexum,16,
404,2020,fall,8/31/2020,N1A,E,2,2,Andropogon gerardii,60,
405,2020,fall,8/31/2020,N1A,E,2,3,Schizachyrium scoparium,2,
406,2020,spring,6/15/2020,N1A,E,2,14,Dichanthelium oligosanthes,1,
407,2020,fall,8/31/2020,N1A,E,2,18,Sorghastrum nutans,9,
408,2020,fall,8/31/2020,N1A,E,2,21,Sporobolus compositus,1,
409,2020,spring,6/15/2020,N1A,E,2,34,Carex meadii,2,
410,2020,fall,8/31/2020,N1A,E,2,40,Amorpha canescens,42,
411,2020,fall,8/31/2020,N1A,E,2,46,Ambrosia psilostachya,13,
412,2020,fall,8/31/2020,N1A,E,2,58,Symphyotrichum ericoides,1,
413,2020,fall,8/31/2020,N1A,E,2,90,Lespedeza capitata,1,
414,2020,spring,6/15/2020,N1A,E,2,112,Physalis virginiana,3,
415,2020,fall,8/31/2020,N1A,E,2,127,Solidago altissima,14,
416,2020,fall,8/31/2020,N1A,E,2,140,Vernonia baldwinii,1,
417,2020,spring,6/15/2020,N1A,E,2,143,Lespedeza violacea,3,
418,2020,fall,8/31/2020,N1A,E,2,193,Euphorbia dentata,1,
419,2020,spring,6/15/2020,N1A,E,2,534,Oxalis dillenii,1,
420,2020,fall,8/31/2020,N1A,E,3,2,Andropogon gerardii,5,
421,2020,fall,8/31/2020,N1A,E,3,3,Schizachyrium scoparium,2,
422,2020,fall,8/31/2020,N1A,E,3,4,Bouteloua curtipendula,3,
423,2020,fall,8/31/2020,N1A,E,3,7,Bouteloua dactyloides,55,
424,2020,fall,8/31/2020,N1A,E,3,11,Eragrostis spectabilis,1,
425,2020,fall,8/31/2020,N1A,E,3,18,Sorghastrum nutans,2,
426,2020,spring,6/15/2020,N1A,E,3,27,Vulpia octoflora,1,
427,2020,spring,6/15/2020,N1A,E,3,28,Hordeum pusillum,4,
428,2020,spring,6/15/2020,N1A,E,3,33,Carex inops,1,
429,2020,spring,6/15/2020,N1A,E,3,34,Carex meadii,1,
430,2020,spring,6/15/2020,N1A,E,3,36,Cyperus lupulinus,1,
431,2020,fall,8/31/2020,N1A,E,3,46,Ambrosia psilostachya,4,
432,2020,fall,8/31/2020,N1A,E,3,58,Symphyotrichum ericoides,2,
433,2020,spring,6/15/2020,N1A,E,3,77,Erigeron strigosus,5,
434,2020,fall,8/31/2020,N1A,E,3,90,Lespedeza capitata,1,
435,2020,spring,6/15/2020,N1A,E,3,103,Oxalis violacea,1,
436,2020,spring,6/15/2020,N1A,E,3,120,Ruellia humilis,2,
437,2020,fall,8/31/2020,N1A,E,3,151,Kummerowia stipulacea,3,
438,2020,fall,8/31/2020,N1A,E,3,211,Ambrosia artemisiifolia,13,
439,2020,fall,8/31/2020,N1A,E,3,221,Sporobolus vaginiflorus,3,
440,2020,spring,6/15/2020,N1A,E,3,233,Plantago virginica,1,
441,2020,spring,6/15/2020,N1A,E,3,338,Plantago patagonica,1,
442,2020,spring,6/15/2020,N1A,E,3,519,Carex austrina,2,
443,2020,fall,8/31/2020,N1A,E,3,523,Euphorbia maculata,1,
444,2020,spring,6/15/2020,N1A,E,3,534,Oxalis dillenii,1,
445,2020,fall,8/31/2020,N1A,E,4,2,Andropogon gerardii,75,
446,2020,fall,8/31/2020,N1A,E,4,3,Schizachyrium scoparium,4,
447,2020,spring,6/15/2020,N1A,E,4,14,Dichanthelium oligosanthes,1,
448,2020,fall,8/31/2020,N1A,E,4,18,Sorghastrum nutans,15,
449,2020,fall,8/31/2020,N1A,E,4,21,Sporobolus compositus,1,
450,2020,spring,6/15/2020,N1A,E,4,31,Carex brevior,2,
451,2020,spring,6/15/2020,N1A,E,4,33,Carex inops,1,
452,2020,spring,6/15/2020,N1A,E,4,34,Carex meadii,1,
453,2020,spring,6/15/2020,N1A,E,4,36,Cyperus lupulinus,1,
454,2020,fall,8/31/2020,N1A,E,4,46,Ambrosia psilostachya,18,
455,2020,fall,8/31/2020,N1A,E,4,52,Artemisia ludoviciana,5,
456,2020,spring,6/15/2020,N1A,E,4,55,Asclepias verticillata,2,
457,2020,fall,8/31/2020,N1A,E,4,58,Symphyotrichum ericoides,3,
458,2020,fall,8/31/2020,N1A,E,4,90,Lespedeza capitata,2,
459,2020,spring,6/15/2020,N1A,E,4,111,Physalis pumila,3,
460,2020,spring,6/15/2020,N1A,E,4,120,Ruellia humilis,1,
461,2020,fall,8/31/2020,N1A,E,4,127,Solidago altissima,17,
462,2020,fall,8/31/2020,N1A,E,4,140,Vernonia baldwinii,2,
463,2020,spring,6/15/2020,N1A,E,4,143,Lespedeza violacea,18,
464,2020,spring,6/15/2020,N1A,E,4,546,Desmodium perplexum,5,
465,2020,fall,8/31/2020,N1A,E,5,2,Andropogon gerardii,80,
466,2020,fall,8/31/2020,N1A,E,5,3,Schizachyrium scoparium,1,
467,2020,spring,6/15/2020,N1A,E,5,14,Dichanthelium oligosanthes,1,
468,2020,fall,8/31/2020,N1A,E,5,18,Sorghastrum nutans,14,
469,2020,fall,8/31/2020,N1A,E,5,21,Sporobolus compositus,1,
470,2020,spring,6/15/2020,N1A,E,5,31,Carex brevior,1,
471,2020,spring,6/15/2020,N1A,E,5,34,Carex meadii,1,
472,2020,fall,8/31/2020,N1A,E,5,46,Ambrosia psilostachya,2,
473,2020,fall,8/31/2020,N1A,E,5,52,Artemisia ludoviciana,3,
474,2020,fall,8/31/2020,N1A,E,5,58,Symphyotrichum ericoides,11,
475,2020,spring,6/15/2020,N1A,E,5,69,Callirhoe involucrata,5,
476,2020,fall,8/31/2020,N1A,E,5,86,Brickellia eupatorioides,3,
477,2020,fall,8/31/2020,N1A,E,5,90,Lespedeza capitata,4,
478,2020,spring,6/15/2020,N1A,E,5,103,Oxalis violacea,1,
479,2020,spring,6/15/2020,N1A,E,5,118,Ratibida columnifera,2,
480,2020,fall,8/31/2020,N1A,E,5,127,Solidago altissima,7,
481,2020,fall,8/31/2020,N1A,E,5,139,Verbena stricta,1,
482,2020,fall,8/31/2020,N1A,E,5,140,Vernonia baldwinii,6,
483,2020,spring,6/15/2020,N1A,E,5,143,Lespedeza violacea,7,
484,2020,fall,8/31/2020,N1A,E,6,2,Andropogon gerardii,50,
485,2020,fall,8/31/2020,N1A,E,6,3,Schizachyrium scoparium,1,
486,2020,fall,8/31/2020,N1A,E,6,4,Bouteloua curtipendula,4,
487,2020,fall,8/31/2020,N1A,E,6,18,Sorghastrum nutans,5,
488,2020,spring,6/15/2020,N1A,E,6,32,Carex gravida,1,
489,2020,spring,6/15/2020,N1A,E,6,34,Carex meadii,2,
490,2020,fall,8/31/2020,N1A,E,6,46,Ambrosia psilostachya,45,
491,2020,fall,8/31/2020,N1A,E,6,58,Symphyotrichum ericoides,1,
492,2020,spring,6/15/2020,N1A,E,6,77,Erigeron strigosus,2,
493,2020,spring,6/15/2020,N1A,E,6,103,Oxalis violacea,1,
494,2020,spring,6/15/2020,N1A,E,6,106,Dalea candida,1,
495,2020,spring,6/15/2020,N1A,E,6,120,Ruellia humilis,1,
496,2020,spring,6/15/2020,N1A,E,6,123,Packera plattensis,1,
497,2020,fall,8/31/2020,N1A,E,6,127,Solidago altissima,1,
498,2020,fall,8/31/2020,N1A,E,6,140,Vernonia baldwinii,3,
499,2020,spring,6/15/2020,N1A,E,6,143,Lespedeza violacea,19,
500,2020,fall,8/31/2020,N1A,E,6,211,Ambrosia artemisiifolia,1,
501,2020,fall,8/31/2020,N1A,E,6,218,Tridens flavus,2,
502,2020,spring,6/15/2020,N1A,E,6,233,Plantago virginica,1,
503,2020,fall,8/31/2020,N1A,E,6,234,Rhus glabra,2,
504,2020,fall,8/31/2020,N1A,E,6,300,Euphorbia nutans,1,
505,2020,fall,8/31/2020,N1A,F,1,2,Andropogon gerardii,65,
506,2020,spring,6/15/2020,N1A,F,1,14,Dichanthelium oligosanthes,1,
507,2020,fall,8/31/2020,N1A,F,1,15,Panicum virgatum,2,
508,2020,fall,8/31/2020,N1A,F,1,18,Sorghastrum nutans,23,
509,2020,spring,6/15/2020,N1A,F,1,32,Carex gravida,5,
510,2020,spring,6/15/2020,N1A,F,1,34,Carex meadii,1,
511,2020,fall,8/31/2020,N1A,F,1,43,Symphoricarpos orbiculatus,4,
512,2020,fall,8/31/2020,N1A,F,1,46,Ambrosia psilostachya,5,
513,2020,fall,8/31/2020,N1A,F,1,90,Lespedeza capitata,1,
514,2020,spring,6/15/2020,N1A,F,1,111,Physalis pumila,1,
515,2020,spring,6/15/2020,N1A,F,1,120,Ruellia humilis,1,
516,2020,fall,8/31/2020,N1A,F,1,127,Solidago altissima,7,
517,2020,fall,8/31/2020,N1A,F,1,139,Verbena stricta,1,
518,2020,fall,8/31/2020,N1A,F,1,140,Vernonia baldwinii,20,
519,2020,fall,8/31/2020,N1A,F,1,218,Tridens flavus,3,
520,2020,fall,8/31/2020,N1A,F,1,300,Euphorbia nutans,1,
521,2020,spring,6/15/2020,N1A,F,1,547,Viola missouriensis,4,
522,2020,fall,8/31/2020,N1A,F,2,2,Andropogon gerardii,85,
523,2020,fall,8/31/2020,N1A,F,2,4,Bouteloua curtipendula,2,
524,2020,spring,6/15/2020,N1A,F,2,14,Dichanthelium oligosanthes,1,
525,2020,fall,8/31/2020,N1A,F,2,18,Sorghastrum nutans,15,
526,2020,spring,6/15/2020,N1A,F,2,34,Carex meadii,1,
527,2020,fall,8/31/2020,N1A,F,2,46,Ambrosia psilostachya,16,
528,2020,fall,8/31/2020,N1A,F,2,52,Artemisia ludoviciana,1,
529,2020,fall,8/31/2020,N1A,F,2,58,Symphyotrichum ericoides,5,
530,2020,spring,6/15/2020,N1A,F,2,70,Cirsium undulatum,1,
531,2020,fall,8/31/2020,N1A,F,2,90,Lespedeza capitata,3,
532,2020,spring,6/15/2020,N1A,F,2,126,Solanum carolinense,1,
533,2020,fall,8/31/2020,N1A,F,2,127,Solidago altissima,4,
534,2020,fall,8/31/2020,N1A,F,2,140,Vernonia baldwinii,2,
535,2020,spring,6/15/2020,N1A,F,2,143,Lespedeza violacea,25,
536,2020,fall,8/31/2020,N1A,F,2,218,Tridens flavus,1,
537,2020,fall,8/31/2020,N1A,F,2,300,Euphorbia nutans,1,
538,2020,spring,6/15/2020,N1A,F,2,538,Physalis longifolia,1,
539,2020,fall,8/31/2020,N1A,F,3,2,Andropogon gerardii,45,
540,2020,fall,8/31/2020,N1A,F,3,3,Schizachyrium scoparium,2,
541,2020,fall,8/31/2020,N1A,F,3,4,Bouteloua curtipendula,5,
542,2020,spring,6/15/2020,N1A,F,3,14,Dichanthelium oligosanthes,1,
543,2020,fall,8/31/2020,N1A,F,3,18,Sorghastrum nutans,8,
544,2020,spring,6/15/2020,N1A,F,3,34,Carex meadii,2,
545,2020,fall,8/31/2020,N1A,F,3,46,Ambrosia psilostachya,9,
546,2020,fall,8/31/2020,N1A,F,3,58,Symphyotrichum ericoides,1,
547,2020,fall,8/31/2020,N1A,F,3,86,Brickellia eupatorioides,3,
548,2020,spring,6/15/2020,N1A,F,3,103,Oxalis violacea,1,
549,2020,fall,8/31/2020,N1A,F,3,140,Vernonia baldwinii,4,
550,2020,spring,6/15/2020,N1A,F,3,143,Lespedeza violacea,20,
551,2020,fall,8/31/2020,N1A,F,3,234,Rhus glabra,46,
552,2020,fall,8/31/2020,N1A,F,3,300,Euphorbia nutans,1,
553,2020,spring,6/15/2020,N1A,F,3,519,Carex austrina,2,
554,2020,fall,8/31/2020,N1A,F,3,168,Digitaria cognata,1,
555,2020,fall,8/31/2020,N1A,F,4,2,Andropogon gerardii,65,
556,2020,fall,8/31/2020,N1A,F,4,4,Bouteloua curtipendula,6,
557,2020,spring,6/15/2020,N1A,F,4,14,Dichanthelium oligosanthes,1,
558,2020,fall,8/31/2020,N1A,F,4,18,Sorghastrum nutans,20,
559,2020,spring,6/15/2020,N1A,F,4,31,Carex brevior,2,
560,2020,spring,6/15/2020,N1A,F,4,34,Carex meadii,1,
561,2020,fall,8/31/2020,N1A,F,4,42,Rosa arkansana,2,
562,2020,fall,8/31/2020,N1A,F,4,46,Ambrosia psilostachya,12,
563,2020,spring,6/15/2020,N1A,F,4,50,Apocynum cannabinum,4,
564,2020,fall,8/31/2020,N1A,F,4,52,Artemisia ludoviciana,1,
565,2020,fall,8/31/2020,N1A,F,4,58,Symphyotrichum ericoides,11,
566,2020,fall,8/31/2020,N1A,F,4,86,Brickellia eupatorioides,1,
567,2020,fall,8/31/2020,N1A,F,4,90,Lespedeza capitata,5,
568,2020,spring,6/15/2020,N1A,F,4,103,Oxalis violacea,1,
569,2020,spring,6/15/2020,N1A,F,4,109,Dalea purpurea,1,
570,2020,spring,6/15/2020,N1A,F,4,111,Physalis pumila,3,
571,2020,fall,8/31/2020,N1A,F,4,127,Solidago altissima,2,
572,2020,fall,8/31/2020,N1A,F,4,140,Vernonia baldwinii,3,
573,2020,fall,8/31/2020,N1A,F,4,218,Tridens flavus,4,
574,2020,spring,6/15/2020,N1A,F,4,223,Stenaria nigricans,1,
575,2020,spring,6/15/2020,N1A,F,4,547,Viola missouriensis,1,
576,2020,fall,8/31/2020,N1A,F,5,2,Andropogon gerardii,70,
577,2020,fall,8/31/2020,N1A,F,5,15,Panicum virgatum,2,
578,2020,fall,8/31/2020,N1A,F,5,18,Sorghastrum nutans,22,
579,2020,spring,6/15/2020,N1A,F,5,32,Carex gravida,2,
580,2020,spring,6/15/2020,N1A,F,5,34,Carex meadii,1,
581,2020,fall,8/31/2020,N1A,F,5,42,Rosa arkansana,2,
582,2020,fall,8/31/2020,N1A,F,5,46,Ambrosia psilostachya,25,
583,2020,fall,8/31/2020,N1A,F,5,52,Artemisia ludoviciana,12,
584,2020,spring,6/15/2020,N1A,F,5,99,Oenothera speciosa,1,
585,2020,spring,6/15/2020,N1A,F,5,111,Physalis pumila,2,
586,2020,spring,6/15/2020,N1A,F,5,118,Ratibida columnifera,1,
587,2020,spring,6/15/2020,N1A,F,5,120,Ruellia humilis,1,
588,2020,spring,6/15/2020,N1A,F,5,126,Solanum carolinense,3,
589,2020,fall,8/31/2020,N1A,F,5,140,Vernonia baldwinii,7,
590,2020,fall,8/31/2020,N1A,F,5,148,Prunus americana,4,
591,2020,fall,8/31/2020,N1A,F,5,218,Tridens flavus,3,
592,2020,fall,8/31/2020,N1A,F,6,2,Andropogon gerardii,35,
593,2020,fall,8/31/2020,N1A,F,6,3,Schizachyrium scoparium,3,
594,2020,fall,8/31/2020,N1A,F,6,4,Bouteloua curtipendula,5,
595,2020,fall,8/31/2020,N1A,F,6,18,Sorghastrum nutans,7,
596,2020,spring,6/15/2020,N1A,F,6,34,Carex meadii,1,
597,2020,fall,8/31/2020,N1A,F,6,43,Symphoricarpos orbiculatus,2,
598,2020,fall,8/31/2020,N1A,F,6,46,Ambrosia psilostachya,8,
599,2020,fall,8/31/2020,N1A,F,6,52,Artemisia ludoviciana,1,
600,2020,fall,8/31/2020,N1A,F,6,58,Symphyotrichum ericoides,2,
601,2020,spring,6/15/2020,N1A,F,6,70,Cirsium undulatum,3,
602,2020,fall,8/31/2020,N1A,F,6,72,Croton monanthogynus,1,
603,2020,spring,6/15/2020,N1A,F,6,103,Oxalis violacea,1,
604,2020,spring,6/15/2020,N1A,F,6,107,Dalea multiflora,8,
605,2020,spring,6/15/2020,N1A,F,6,111,Physalis pumila,3,
606,2020,spring,6/15/2020,N1A,F,6,118,Ratibida columnifera,1,
607,2020,spring,6/15/2020,N1A,F,6,143,Lespedeza violacea,11,
608,2020,fall,8/31/2020,N1A,F,6,148,Prunus americana,4,
609,2020,fall,8/31/2020,N1A,F,6,234,Rhus glabra,60,
610,2020,fall,8/31/2020,N1A,F,6,300,Euphorbia nutans,2,
611,2020,fall,8/31/2020,N1A,F,6,441,Oenothera glaucifolia,5,
612,2020,fall,9/2/2020,N1A,G,1,2,Andropogon gerardii,75,
613,2020,fall,9/2/2020,N1A,G,1,3,Schizachyrium scoparium,3,
614,2020,fall,9/2/2020,N1A,G,1,4,Bouteloua curtipendula,4,
615,2020,fall,9/2/2020,N1A,G,1,11,Eragrostis spectabilis,5,
616,2020,fall,9/2/2020,N1A,G,1,15,Panicum virgatum,8,
617,2020,fall,9/2/2020,N1A,G,1,18,Sorghastrum nutans,14,
618,2020,fall,9/2/2020,N1A,G,1,21,Sporobolus compositus,4,
619,2020,fall,9/2/2020,N1A,G,1,46,Ambrosia psilostachya,3,
620,2020,fall,9/2/2020,N1A,G,1,58,Symphyotrichum ericoides,10,
621,2020,spring,6/15/2020,N1A,G,1,109,Dalea purpurea,2,
622,2020,spring,6/15/2020,N1A,G,1,111,Physalis pumila,3,
623,2020,fall,9/2/2020,N1A,G,1,140,Vernonia baldwinii,1,
624,2020,spring,6/15/2020,N1A,G,1,223,Stenaria nigricans,1,
625,2020,fall,9/2/2020,N1A,G,2,2,Andropogon gerardii,65,
626,2020,fall,9/2/2020,N1A,G,2,3,Schizachyrium scoparium,12,
627,2020,fall,9/2/2020,N1A,G,2,4,Bouteloua curtipendula,4,
628,2020,fall,9/2/2020,N1A,G,2,7,Bouteloua dactyloides,25,
629,2020,fall,9/2/2020,N1A,G,2,18,Sorghastrum nutans,20,
630,2020,fall,9/2/2020,N1A,G,2,46,Ambrosia psilostachya,5,
631,2020,fall,9/2/2020,N1A,G,2,58,Symphyotrichum ericoides,13,
632,2020,fall,9/2/2020,N1A,G,2,86,Brickellia eupatorioides,1,
633,2020,spring,6/15/2020,N1A,G,2,103,Oxalis violacea,2,
634,2020,spring,6/15/2020,N1A,G,2,109,Dalea purpurea,3,
635,2020,spring,6/15/2020,N1A,G,2,115,Polygala verticillata,1,
636,2020,spring,6/15/2020,N1A,G,2,118,Ratibida columnifera,2,
637,2020,spring,6/15/2020,N1A,G,2,122,Mimosa quadrivalvis,8,
638,2020,fall,9/2/2020,N1A,G,2,139,Verbena stricta,1,
639,2020,spring,6/15/2020,N1A,G,2,223,Stenaria nigricans,2,
640,2020,fall,9/2/2020,N1A,G,3,2,Andropogon gerardii,35,
641,2020,fall,9/2/2020,N1A,G,3,3,Schizachyrium scoparium,2,
642,2020,fall,9/2/2020,N1A,G,3,4,Bouteloua curtipendula,15,
643,2020,fall,9/2/2020,N1A,G,3,18,Sorghastrum nutans,1,
644,2020,spring,6/15/2020,N1A,G,3,34,Carex meadii,2,
645,2020,fall,9/2/2020,N1A,G,3,46,Ambrosia psilostachya,17,
646,2020,fall,9/2/2020,N1A,G,3,58,Symphyotrichum ericoides,1,
647,2020,spring,6/15/2020,N1A,G,3,84,Hybanthus verticillatus,1,
648,2020,spring,6/15/2020,N1A,G,3,85,Hymenopappus scabiosaeus,1,
649,2020,spring,6/15/2020,N1A,G,3,109,Dalea purpurea,1,
650,2020,spring,6/15/2020,N1A,G,3,115,Polygala verticillata,1,
651,2020,spring,6/15/2020,N1A,G,3,122,Mimosa quadrivalvis,1,
652,2020,fall,9/2/2020,N1A,G,3,130,Solidago rigida,1,
653,2020,fall,9/2/2020,N1A,G,3,140,Vernonia baldwinii,2,
654,2020,fall,9/2/2020,N1A,G,3,209,Setaria viridis,1,
655,2020,fall,9/2/2020,N1A,G,3,211,Ambrosia artemisiifolia,5,
656,2020,fall,9/2/2020,N1A,G,3,226,Euphorbia stictospora,2,
657,2020,spring,6/15/2020,N1A,G,3,428,Evolvulus nuttallianus,1,
658,2020,fall,9/2/2020,N1A,G,4,2,Andropogon gerardii,50,
659,2020,fall,9/2/2020,N1A,G,4,3,Schizachyrium scoparium,35,
660,2020,fall,9/2/2020,N1A,G,4,4,Bouteloua curtipendula,4,
661,2020,fall,9/2/2020,N1A,G,4,15,Panicum virgatum,2,
662,2020,fall,9/2/2020,N1A,G,4,18,Sorghastrum nutans,15,
663,2020,fall,9/2/2020,N1A,G,4,46,Ambrosia psilostachya,1,
664,2020,fall,9/2/2020,N1A,G,4,58,Symphyotrichum ericoides,5,
665,2020,fall,9/2/2020,N1A,G,4,86,Brickellia eupatorioides,4,
666,2020,spring,6/15/2020,N1A,G,4,99,Oenothera speciosa,1,
667,2020,spring,6/15/2020,N1A,G,4,103,Oxalis violacea,1,
668,2020,spring,6/15/2020,N1A,G,4,122,Mimosa quadrivalvis,4,
669,2020,fall,9/2/2020,N1A,G,4,128,Solidago missouriensis,3,
670,2020,fall,9/2/2020,N1A,G,5,2,Andropogon gerardii,75,
671,2020,fall,9/2/2020,N1A,G,5,3,Schizachyrium scoparium,15,
672,2020,fall,9/2/2020,N1A,G,5,4,Bouteloua curtipendula,2,
673,2020,spring,6/15/2020,N1A,G,5,14,Dichanthelium oligosanthes,1,
674,2020,fall,9/2/2020,N1A,G,5,15,Panicum virgatum,1,
675,2020,fall,9/2/2020,N1A,G,5,18,Sorghastrum nutans,6,
676,2020,fall,9/2/2020,N1A,G,5,21,Sporobolus compositus,3,
677,2020,fall,9/2/2020,N1A,G,5,46,Ambrosia psilostachya,2,
678,2020,fall,9/2/2020,N1A,G,5,58,Symphyotrichum ericoides,1,
679,2020,spring,6/15/2020,N1A,G,5,76,Echinacea angustifolia,2,
680,2020,spring,6/15/2020,N1A,G,5,85,Hymenopappus scabiosaeus,1,
681,2020,fall,9/2/2020,N1A,G,5,86,Brickellia eupatorioides,1,
682,2020,spring,6/15/2020,N1A,G,5,103,Oxalis violacea,1,
683,2020,spring,6/15/2020,N1A,G,5,109,Dalea purpurea,2,
684,2020,spring,6/15/2020,N1A,G,5,116,Pediomelum esculentum,1,
685,2020,spring,6/15/2020,N1A,G,5,118,Ratibida columnifera,2,
686,2020,spring,6/15/2020,N1A,G,5,122,Mimosa quadrivalvis,5,
687,2020,fall,9/2/2020,N1A,G,5,130,Solidago rigida,17,
688,2020,fall,9/2/2020,N1A,G,5,139,Verbena stricta,1,
689,2020,spring,6/15/2020,N1A,G,5,149,Scutellaria parvula,1,
690,2020,fall,9/2/2020,N1A,G,5,211,Ambrosia artemisiifolia,1,
691,2020,spring,6/15/2020,N1A,G,5,223,Stenaria nigricans,1,
692,2020,fall,9/2/2020,N1A,G,6,2,Andropogon gerardii,55,
693,2020,fall,9/2/2020,N1A,G,6,3,Schizachyrium scoparium,2,
694,2020,fall,9/2/2020,N1A,G,6,4,Bouteloua curtipendula,2,
695,2020,fall,9/2/2020,N1A,G,6,18,Sorghastrum nutans,4,
696,2020,spring,6/15/2020,N1A,G,6,34,Carex meadii,1,
697,2020,fall,9/2/2020,N1A,G,6,46,Ambrosia psilostachya,16,
698,2020,fall,9/2/2020,N1A,G,6,58,Symphyotrichum ericoides,1,
699,2020,spring,6/15/2020,N1A,G,6,85,Hymenopappus scabiosaeus,1,
700,2020,spring,6/15/2020,N1A,G,6,103,Oxalis violacea,1,
701,2020,spring,6/15/2020,N1A,G,6,107,Dalea multiflora,1,
702,2020,spring,6/15/2020,N1A,G,6,109,Dalea purpurea,1,
703,2020,spring,6/15/2020,N1A,G,6,111,Physalis pumila,1,
704,2020,spring,6/15/2020,N1A,G,6,122,Mimosa quadrivalvis,4,
705,2020,fall,9/2/2020,N1A,G,6,128,Solidago missouriensis,5,
706,2020,fall,9/2/2020,N1A,G,6,130,Solidago rigida,4,
707,2020,fall,9/2/2020,N1A,G,6,139,Verbena stricta,1,
708,2020,fall,9/2/2020,N1A,G,6,140,Vernonia baldwinii,1,
709,2020,fall,9/2/2020,N1A,G,6,209,Setaria viridis,1,
710,2020,fall,9/2/2020,N1A,G,6,221,Sporobolus vaginiflorus,1,
711,2020,fall,9/2/2020,N1A,G,6,226,Euphorbia stictospora,2,
712,2020,fall,9/2/2020,N1A,G,6,523,Euphorbia maculata,1,
713,2020,spring,6/15/2020,N1A,G,6,534,Oxalis dillenii,1,
714,2020,fall,9/2/2020,N1A,H,1,2,Andropogon gerardii,25,
715,2020,fall,9/2/2020,N1A,H,1,4,Bouteloua curtipendula,5,
716,2020,fall,9/2/2020,N1A,H,1,7,Bouteloua dactyloides,6,
717,2020,fall,9/2/2020,N1A,H,1,18,Sorghastrum nutans,35,
718,2020,fall,9/2/2020,N1A,H,1,21,Sporobolus compositus,4,
719,2020,spring,6/16/2020,N1A,H,1,25,Bromus arvensis,1,
720,2020,spring,6/16/2020,N1A,H,1,34,Carex meadii,1,
721,2020,fall,9/2/2020,N1A,H,1,46,Ambrosia psilostachya,1,
722,2020,fall,9/2/2020,N1A,H,1,58,Symphyotrichum ericoides,3,
723,2020,fall,9/2/2020,N1A,H,1,72,Croton monanthogynus,1,
724,2020,fall,9/2/2020,N1A,H,1,86,Brickellia eupatorioides,4,
725,2020,spring,6/16/2020,N1A,H,1,89,Lepidium densiflorum,1,
726,2020,spring,6/16/2020,N1A,H,1,115,Polygala verticillata,1,
727,2020,spring,6/16/2020,N1A,H,1,118,Ratibida columnifera,1,
728,2020,fall,9/2/2020,N1A,H,1,139,Verbena stricta,1,
