year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
2022,late,8/11/2022,N4B,M,6,18,Sorghastrum nutans,25,
2022,late,8/11/2022,N4B,M,3,18,Sorghastrum nutans,18,
2022,late,8/11/2022,N4B,M,2,18,Sorghastrum nutans,20,
2022,late,8/11/2022,N4B,M,6,21,Sporobolus compositus (asper),5,
2022,late,8/11/2022,N4B,M,3,21,Sporobolus compositus (asper),2,
2022,late,8/11/2022,N4B,M,2,21,Sporobolus compositus (asper),2,
2022,early,6/8/2022,N4B,M,6,519,Carex austrina ,3,
2022,early,6/8/2022,N4B,M,3,519,Carex austrina ,1,
2022,early,6/8/2022,N4B,M,6,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N4B,M,3,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N4B,M,6,34,Carex meadii,3,
2022,early,6/8/2022,N4B,M,3,34,Carex meadii,2,
2022,late,8/11/2022,N4B,M,6,46,Ambrosia psilostachya,4,
2022,late,8/11/2022,N4B,M,3,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,M,2,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,M,6,86,Brickelia (Kuhnia) eupatoroides,1,
2022,late,8/11/2022,N4B,M,3,86,Brickelia (Kuhnia) eupatoroides,1,
2022,late,8/11/2022,N4B,M,2,86,Brickelia (Kuhnia) eupatoroides,1,
2022,early,6/8/2022,N4B,M,6,69,Callirhoe involucrate,2,
2022,early,6/8/2022,N4B,M,2,69,Callirhoe involucrate,1,
2022,early,6/8/2022,N4B,M,6,539,Lepidium virginicum,1,
2022,early,6/8/2022,N4B,M,2,102,Oxalis stricta,1,
2022,early,6/8/2022,N4B,M,2,103,Oxalis violacea,2,
2022,early,6/8/2022,N4B,M,6,111,Physalis pumila,3,
2022,late,8/11/2022,N4B,M,6,111,Physalis pumila,5,
2022,early,6/8/2022,N4B,M,6,120,Ruellia humilis,1,
2022,early,6/8/2022,N4B,M,3,120,Ruellia humilis,1,
2022,late,8/11/2022,N4B,M,6,127,Solidago altissima,7,
2022,late,8/11/2022,N4B,M,6,130,Solidago rigida,3,
2022,late,8/11/2022,N4B,M,6,58,Symphyotrichym (Aster) oblongifolium,2,
2022,late,8/11/2022,N4B,M,3,58,Symphyotrichym (Aster) oblongifolium,1,
2022,late,8/11/2022,N4B,M,2,58,Symphyotrichym (Aster) oblongifolium,1,
2022,early,6/8/2022,N4B,M,6,134,Tragia betonicifolia,1,
2022,early,6/8/2022,N4B,M,6,139,Verbena stricta,1,
2022,late,8/11/2022,N4B,M,6,140,Vernonia baldwinii,2,
2022,late,8/11/2022,N4B,M,3,140,Vernonia baldwinii,1,
2022,late,8/11/2022,N4B,M,2,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N4B,M,6,43,Symphoricarpos (Aster) orbiculatus,10,
2022,early,6/8/2022,N4B,M,3,501,Ophioglossum vulgatum,1,
2022,late,8/11/2022,N4B,O,6,2,Andropogon gerardii,40,
2022,late,8/11/2022,N4B,O,3,2,Andropogon gerardii,40,
2022,late,8/11/2022,N4B,O,5,2,Andropogon gerardii,70,
2022,late,8/11/2022,N4B,O,6,4,Bouteloua curtipendula,30,
2022,late,8/11/2022,N4B,O,3,4,Bouteloua curtipendula,18,
2022,late,8/11/2022,N4B,O,5,4,Bouteloua curtipendula,10,
2022,early,6/8/2022,N4B,O,6,7,Bouteloua (Buchloe) dactyloides,4,
2022,early,6/8/2022,N4B,O,3,5,Bouteloua gracillis,2,
2022,late,8/11/2022,N4B,O,3,6,Bouteloua hirsuta,18,
2022,early,6/8/2022,N4B,O,3,14,Dichanthelum oligosanthes,1,
2022,late,8/11/2022,N4B,O,3,15,Panicum virgatum,2,
2022,late,8/11/2022,N4B,O,3,3,Schizachyrium scoparium,4,
2022,late,8/11/2022,N4B,O,6,3,Schizachyrium scoparium,30,
2022,late,8/11/2022,N4B,O,5,3,Schizachyrium scoparium,5,
2022,late,8/11/2022,N4B,O,3,18,Sorghastrum nutans,8,
2022,late,8/11/2022,N4B,O,6,18,Sorghastrum nutans,10,
2022,late,8/11/2022,N4B,O,5,18,Sorghastrum nutans,15,
2022,late,8/11/2022,N4B,O,6,21,Sporobolus compositus (asper),2,
2022,early,6/8/2022,N4B,O,6,33,Carex inops (heliophila),1,
2022,late,8/11/2022,N4B,O,6,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N4B,O,3,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,O,3,52,Artemisa ludoviciana,1,
2022,early,6/8/2022,N4B,O,3,61,Asclepias crassicarpus,1,
2022,late,8/11/2022,N4B,O,6,86,Brickelia (Kuhnia) eupatoroides,2,
2022,late,8/11/2022,N4B,O,3,86,Brickelia (Kuhnia) eupatoroides,2,
2022,early,6/8/2022,N4B,O,6,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,O,6,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,O,3,109,Dalea purpurea,3,
2022,early,6/8/2022,N4B,O,5,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,O,3,76,Echinacea angustifolia,2,
2022,early,6/8/2022,N4B,O,3,300,Euphorbia nutans ,1,
2022,early,6/8/2022,N4B,O,6,428,Evolvulus nuttallianus,2,
2022,early,6/8/2022,N4B,O,3,84,Hybanthus verticiliatus,1,
2022,early,6/8/2022,N4B,O,5,84,Hybanthus verticiliatus,1,
2022,late,8/11/2022,N4B,O,5,84,Hybanthus verticiliatus,1,
2022,early,6/8/2022,N4B,O,6,93,Lithospermum incisum,1,
2022,early,6/8/2022,N4B,O,5,122,Mimosa (Schrankii) quadrivalvis,4,
2022,late,8/11/2022,N4B,O,5,122,Mimosa (Schrankii) quadrivalvis,6,
2022,early,6/8/2022,N4B,O,6,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,O,3,111,Physalis pumila,1,
2022,early,6/8/2022,N4B,O,6,111,Physalis pumila,2,
2022,early,6/8/2022,N4B,O,3,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N4B,O,6,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N4B,O,6,118,Ratibida columnifera,1,
2022,late,8/11/2022,N4B,O,3,128,Solidago missouriensis,3,
2022,late,8/11/2022,N4B,O,6,128,Solidago missouriensis,6,
2022,late,8/11/2022,N4B,O,5,128,Solidago missouriensis,1,
2022,late,8/11/2022,N4B,O,6,130,Solidago rigida,2,
2022,late,8/11/2022,N4B,O,6,58,Symphyotrichym (Aster) ericoides,3,
2022,late,8/11/2022,N4B,O,3,59,Symphyotrichym (Aster) oblongifolium,1,
2022,late,8/11/2022,N4B,O,5,59,Symphyotrichym (Aster) oblongifolium,2,
2022,early,6/8/2022,N4B,O,3,134,Tragia betonicifolia,2,
2022,early,6/8/2022,N4B,O,6,134,Tragia betonicifolia,1,
2022,early,6/8/2022,N4B,O,5,134,Tragia betonicifolia,1,
2022,early,6/8/2022,N4B,O,3,139,Verbena stricta,1,
2022,early,6/8/2022,N4B,O,6,139,Verbena stricta,1,
2022,early,6/8/2022,N4B,O,3,149,Scutellaria parvula,1,"Opposite, small triangle leaf; Kw pic"
2022,early,6/8/2022,N4B,O,6,138,Glandularia bipinnatifida,1,
2022,early,6/8/2022,N4B,O,6,138,Glandularia bipinnatifida,1,
2022,late,8/11/2022,N4B,O,2,2,Andropogon gerardii,30,
2022,late,8/11/2022,N4B,O,1,2,Andropogon gerardii,100,
2022,late,8/11/2022,N4B,O,4,2,Andropogon gerardii,50,
2022,late,8/11/2022,N4B,O,2,4,Bouteloua curtipendula,3,
2022,late,8/11/2022,N4B,O,1,4,Bouteloua curtipendula,2,
2022,late,8/11/2022,N4B,O,4,4,Bouteloua curtipendula,10,
2022,early,6/8/2022,N4B,O,4,7,Bouteloua (Buchloe) dactyloides,1,
2022,early,6/8/2022,N4B,O,2,14,Dichanthelum oligosanthes,1,
2022,early,6/8/2022,N4B,O,1,14,Dichanthelum oligosanthes,1,
2022,late,8/11/2022,N4B,O,2,3,Schizachyrium scoparium,60,
2022,late,8/11/2022,N4B,O,1,3,Schizachyrium scoparium,2,
2022,late,8/11/2022,N4B,O,4,3,Schizachyrium scoparium,10,
2022,late,8/11/2022,N4B,O,2,18,Sorghastrum nutans,8,
2022,late,8/11/2022,N4B,O,1,18,Sorghastrum nutans,6,
2022,late,8/11/2022,N4B,O,4,18,Sorghastrum nutans,20,
2022,early,6/8/2022,N4B,O,2,34,Carex meadii,1,
2022,late,8/11/2022,N4B,O,2,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,O,4,86,Brickelia (Kuhnia) eupatoroides,3,
2022,early,6/8/2022,N4B,O,4,41,Ceanothus herbaceus,1,
2022,late,8/11/2022,N4B,O,4,41,Ceanothus herbaceus,2,
2022,late,8/11/2022,N4B,O,4,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,O,4,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,O,4,84,Hybanthus verticiliatus,1,
2022,late,8/11/2022,N4B,O,2,90,Lespedeza capitata,1,
2022,early,6/8/2022,N4B,O,1,122,Mimosa (Schrankii) quadrivalvis,1,
2022,early,6/8/2022,N4B,O,2,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,O,1,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,O,4,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,O,4,111,Physalis pumila,1,
2022,late,8/11/2022,N4B,O,2,59,Symphyotrichym (Aster) oblongifolium,1,
2022,early,6/8/2022,N4B,O,4,134,Tragia betonicifolia,1,
2022,early,6/8/2022,N4B,O,1,139,Verbena stricta,1,
2022,late,8/11/2022,N4B,O,1,139,Verbena stricta,1,
2022,early,6/8/2022,N4B,O,1,149,Scutellaria parvula,1,Opposite small leaf triangle
2022,late,8/11/2022,N1A,D,6,2,Andropogon gerardii,18,
2022,late,8/11/2022,N1A,D,3,2,Andropogon gerardii,35,
2022,late,8/11/2022,N1A,D,5,2,Andropogon gerardii,40,
2022,late,8/11/2022,N1A,D,6,4,Bouteloua curtipendula,7,
2022,late,8/11/2022,N1A,D,3,4,Bouteloua curtipendula,8,
2022,early,6/8/2022,N1A,D,6,14,Dichanthelum oligosanthes,2,
2022,early,6/8/2022,N1A,D,3,14,Dichanthelum oligosanthes,1,
2022,early,6/8/2022,N1A,D,5,14,Dichanthelum oligosanthes,2,
2022,late,8/11/2022,N1A,D,6,3,Schizachyrium scoparium,12,
2022,late,8/11/2022,N1A,D,3,3,Schizachyrium scoparium,15,
2022,late,8/11/2022,N1A,D,5,3,Schizachyrium scoparium,40,
2022,late,8/11/2022,N1A,D,6,18,Sorghastrum nutans,7,
2022,late,8/11/2022,N1A,D,3,18,Sorghastrum nutans,13,
2022,late,8/11/2022,N1A,D,5,18,Sorghastrum nutans,30,
2022,early,6/8/2022,N1A,D,3,519,Carex austrina ,2,
2022,early,6/8/2022,N1A,D,5,519,Carex austrina ,2,
2022,early,6/8/2022,N1A,D,5,31,Carex brevior,1,
2022,early,6/8/2022,N1A,D,6,32,Carex gravida,1,
2022,early,6/8/2022,N1A,D,6,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,D,3,34,Carex meadii,2,
2022,early,6/8/2022,N1A,D,5,34,Carex meadii,2,
2022,early,6/8/2022,N1A,D,3,165,Cyperus spp.,1,
2022,late,8/11/2022,N1A,D,6,46,Ambrosia psilostachya,5,
2022,late,8/11/2022,N1A,D,3,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,D,5,46,Ambrosia psilostachya,3,
2022,late,8/11/2022,N1A,D,5,52,Artemisa ludoviciana,2,
2022,early,6/8/2022,N1A,D,3,55,Asclepias verticillata,9,
2022,late,8/11/2022,N1A,D,5,86,Brickellia (Kuhnia) eupatorioides,2,
2022,early,6/8/2022,N1A,D,5,69,Callirhoe involucrate,5,
2022,early,6/8/2022,N1A,D,6,80,Euphorbia nutans ,1,
2022,late,8/11/2022,N1A,D,6,80,Euphorbia nutans ,3,
2022,early,6/8/2022,N1A,D,3,80,Euphorbia nutans ,1,
2022,late,8/11/2022,N1A,D,3,80,Euphorbia nutans ,2,
2022,early,6/8/2022,N1A,D,5,80,Euphorbia nutans ,1,
2022,late,8/11/2022,N1A,D,6,90,Lespedeza capitata,3,
2022,late,8/11/2022,N1A,D,3,90,Lespedeza capitata,6,
2022,late,8/11/2022,N1A,D,5,90,Lespedeza capitata,14,
2022,early,6/8/2022,N1A,D,6,143,Lespedeza violacea,48,
2022,late,8/11/2022,N1A,D,6,143,Lespedeza violacea,80,
2022,early,6/8/2022,N1A,D,3,143,Lespedeza violacea,18,
2022,early,6/8/2022,N1A,D,5,143,Lespedeza violacea,3,
2022,early,6/8/2022,N1A,D,6,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,D,6,111,Physalis pumila,1,
2022,late,8/11/2022,N1A,D,6,111,Physalis pumila,2,
2022,early,6/8/2022,N1A,D,6,120,Ruellia humilis,1,
2022,early,6/8/2022,N1A,D,3,120,Ruellia humilis,2,
2022,late,8/11/2022,N1A,D,6,127,Solidago altissima,5,
2022,late,8/11/2022,N1A,D,3,127,Solidago altissima,6,
2022,late,8/11/2022,N1A,D,5,127,Solidago altissima,2,
2022,late,8/11/2022,N1A,D,5,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N1A,D,6,58,Symphyotrichum (Aster) ericoides,10,
2022,early,6/8/2022,N1A,D,6,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,D,3,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,D,6,140,Vernonia baldwinii,5,
2022,late,8/11/2022,N1A,D,3,140,Vernonia baldwinii,2,
2022,late,8/11/2022,N1A,D,5,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N1A,D,5,206,Viola nephrophylla,1,
2022,early,6/8/2022,N1A,D,3,468,Veronica agrestis,1,
2022,late,8/11/2022,N1A,D,3,99,Oenothera speciosa,1,
2022,late,8/11/2022,N1A,D,3,209,Setaria viridis,2,
2022,late,8/11/2022,N4B,K,6,2,Andropogon gerardii,45,
2022,late,8/11/2022,N4B,K,3,2,Andropogon gerardii,9,
2022,late,8/11/2022,N4B,K,5,2,Andropogon gerardii,25,
2022,late,8/11/2022,N4B,K,6,4,Bouteloua curtipendula,30,
2022,late,8/11/2022,N4B,K,3,4,Bouteloua curtipendula,80,
2022,late,8/11/2022,N4B,K,5,4,Bouteloua curtipendula,18,
2022,late,8/11/2022,N4B,K,6,11,Eragrostis spectabillis,4,
2022,late,8/11/2022,N4B,K,3,15,Panicum virgatum,1,
2022,late,8/11/2022,N4B,K,6,3,Schizachyrium scoparium,4,
2022,late,8/11/2022,N4B,K,3,3,Schizachyrium scoparium,2,
2022,late,8/11/2022,N4B,K,5,3,Schizachyrium scoparium,70,
2022,late,8/11/2022,N4B,K,6,18,Sorghastrum nutans,10,
2022,late,8/11/2022,N4B,K,3,18,Sorghastrum nutans,2,
2022,late,8/11/2022,N4B,K,3,21,Sporobolus compositus (asper),3,
2022,late,8/11/2022,N4B,K,5,21,Sporobolus compositus (asper),2,
2022,early,6/8/2022,N4B,K,3,34,Carex meadii,1,
2022,late,8/11/2022,N4B,K,6,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N4B,K,3,46,Ambrosia psilostachya,7,
2022,early,6/8/2022,N4B,K,3,50,Apocynum cannabinum,4,
2022,late,8/11/2022,N4B,K,3,50,Apocynum cannabinum,5,
2022,early,6/8/2022,N4B,K,5,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,K,3,61,Astragalus crassicarpus,1,
2022,late,8/11/2022,N4B,K,5,86,Brickelia (Kuhnia) eupatoroides,1,
2022,early,6/8/2022,N4B,K,6,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,K,3,106,Dalea candida,1,
2022,early,6/8/2022,N4B,K,6,109,Dalea purpurea,1,
2022,late,8/11/2022,N4B,K,5,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,K,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N4B,K,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N4B,K,5,428,Evolvulus nuttallianus,1,
2022,early,6/8/2022,N4B,K,6,122,Mimosa (Schrankii) quadrivalvis,20,
2022,early,6/8/2022,N4B,K,3,103,Oxalis violacea,12,
2022,early,6/8/2022,N4B,K,3,104,Penstemon cobaea,1,
2022,early,6/8/2022,N4B,K,6,111,Physalis pumila,2,
2022,early,6/8/2022,N4B,K,6,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N4B,K,6,149,Scutellaria parvula,1,
2022,early,6/8/2022,N4B,K,3,149,Scutellaria parvula,1,
2022,late,8/11/2022,N4B,K,3,130,Solidago rigida,1,
2022,late,8/11/2022,N4B,K,3,58,Symphyotrichum (Aster) ericoides,3,
2022,late,8/11/2022,N4B,K,5,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N4B,K,6,59,Symphyotrichym (Aster) oblongifolium,2,
2022,late,8/11/2022,N4B,K,5,59,Symphyotrichym (Aster) oblongifolium,2,
2022,early,6/8/2022,N4B,K,6,134,Tragia betonicifolia,1,
2022,early,6/8/2022,N4B,K,3,134,Tragia betonicifolia,1,
2022,early,6/8/2022,N4B,K,5,134,Tragia betonicifolia,1,
2022,early,6/8/2022,N4B,K,6,139,Verbena stricta,1,
2022,early,6/8/2022,N4B,K,6,138,Glandularia bipinnatifida,1,
2022,early,6/8/2022,N4B,K,3,8,Chloris verticillata,2,
2022,early,6/8/2022,N4B,K,5,79,Euphorbia spathulata,1,Opposite bunch top
2022,early,6/8/2022,N4B,Q,6,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,Q,6,69,Callirhoe involucrate,4,
2022,early,6/8/2022,N4B,Q,6,72,Croton monanthogynus,1,
2022,late,8/11/2022,N4B,Q,6,2,Andropogon gerardii,25,
2022,late,8/11/2022,N4B,Q,6,4,Bouteloua curtipendula,4,
2022,late,8/11/2022,N4B,Q,6,3,Schizachyrium scoparium,5,
2022,late,8/11/2022,N4B,Q,6,18,Sorghastrum nutans,25,
2022,late,8/11/2022,N4B,Q,6,21,Sporobolus compositus (asper),37,
2022,late,8/11/2022,N4B,Q,6,46,Ambrosia psilostachya,8,
2022,early,6/8/2022,N4B,Q,3,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N4B,Q,3,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,Q,3,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,Q,3,216,Euphorbia serpens,1,
2022,late,8/11/2022,N4B,Q,3,2,Andropogon gerardii,13,
2022,late,8/11/2022,N4B,Q,3,4,Bouteloua curtipendula,18,
2022,late,8/11/2022,N4B,Q,3,3,Schizachyrium scoparium,4,
2022,late,8/11/2022,N4B,Q,3,18,Sorghastrum nutans,20,
2022,late,8/11/2022,N4B,Q,3,21,Sporobolus compositus (asper),45,
2022,late,8/11/2022,N4B,Q,3,46,Ambrosia psilostachya,15,
2022,early,6/8/2022,N4B,Q,2,6,Bouteloua hirsuta,1,
2022,early,6/8/2022,N4B,Q,2,76,Echinacea angustifolia,3,
2022,early,6/8/2022,N4B,Q,2,300,Euphorbia nutans,1,
2022,late,8/11/2022,N4B,Q,2,2,Andropogon gerardii,37,
2022,late,8/11/2022,N4B,Q,2,4,Bouteloua curtipendula,20,
2022,late,8/11/2022,N4B,Q,2,6,Bouteloua hirsuta,4,
2022,late,8/11/2022,N4B,Q,2,3,Schizachyrium scoparium,30,
2022,late,8/11/2022,N4B,Q,2,18,Sorghastrum nutans,1,
2022,late,8/11/2022,N4B,Q,2,86,Brickellia (Kuhnia) eupatoriodes,2,
2022,early,6/8/2022,N4B,Q,6,323,Chamaecrista fasciculata,5,
2022,early,6/8/2022,N4B,Q,6,43,Symphoricarpos (Aster) orbiculatus,9,
2022,late,8/11/2022,N4B,Q,6,323,Chamaecrista fasciculata,7,
2022,late,8/11/2022,N4B,Q,6,43,Symphoricarpos (Aster) orbiculatus,12,
2022,early,6/8/2022,N4B,Q,3,38,Eleocharis compressa,40,
2022,early,6/8/2022,N4B,Q,6,104,Penstemon cobaea,1,
2022,early,6/8/2022,N4B,Q,6,120,Ruellia humilis,1,
2022,early,6/8/2022,N4B,Q,6,126,Solanum carolinense,2,
2022,late,8/11/2022,N4B,Q,6,103,Oxalis violacea,4,
2022,late,8/11/2022,N4B,Q,6,111,Physalis pumila,1,
2022,late,8/11/2022,N4B,Q,6,127,Solidago altissima,5,
2022,late,8/11/2022,N4B,Q,6,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N4B,Q,6,140,Vernonia baldwinii,8,
2022,early,6/8/2022,N4B,Q,3,120,Ruellia humilis,1,
2022,early,6/8/2022,N4B,Q,3,149,Scutellaria parvula,1,
2022,late,8/11/2022,N4B,Q,3,127,Solidago altissima,3,
2022,late,8/11/2022,N4B,Q,3,58,Symphyotrichum (Aster) ericoides,2,
2022,late,8/11/2022,N4B,Q,3,140,Vernonia baldwinii,3,
2022,early,6/8/2022,N4B,Q,2,149,Scutellaria parvula,1,
2022,late,8/11/2022,N4B,Q,2,130,Solidago rigida,1,
2022,late,8/11/2022,N4B,Q,2,58,Symphyotrichum (Aster) ericoides,1,
2022,early,6/8/2022,N4B,R,5,55,Asclepias verticillata,1,
2022,late,8/11/2022,N4B,R,5,2,Andropogon gerardii,30,
2022,late,8/11/2022,N4B,R,5,3,Schizachyrium scoparium,40,
2022,late,8/11/2022,N4B,R,5,18,Sorghastrum nutans,14,
2022,late,8/11/2022,N4B,R,5,21,Sporobolus compositus (asper),6,
2022,late,8/11/2022,N4B,R,5,55,Asclepias verticillata,3,
2022,early,6/8/2022,N4B,R,4,34,Carex meadii,17,
2022,early,6/8/2022,N4B,R,4,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,R,4,2,Andropogon gerardii,17,
2022,early,6/8/2022,N4B,R,4,4,Bouteloua curtipendula,2,
2022,late,8/11/2022,N4B,R,4,21,Sporobolus compositus (asper),20,
2022,late,8/11/2022,N4B,R,4,46,Ambrosia psilostachya,1,
2022,early,6/8/2022,N4B,R,1,34,Carex meadii,4,
2022,early,6/8/2022,N4B,R,1,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,R,1,76,Echinacea angustifolia,1,
2022,late,8/11/2022,N4B,R,1,2,Andropogon gerardii,35,
2022,late,8/11/2022,N4B,R,1,4,Bouteloua curtipendula,5,
2022,late,8/11/2022,N4B,R,1,3,Schizachyrium scoparium,45,
2022,late,8/11/2022,N4B,R,1,86,Brickellia (Kuhnia) eupatorioides,2,
2022,early,6/8/2022,N4B,R,5,323,Chamaecrista fasciculata,1,
2022,early,6/8/2022,N4B,R,5,39,Eleocharis erythropoda,5,
2022,early,6/8/2022,N4B,R,5,43,Symphoricarpos (Aster) orbiculatus,1,
2022,late,8/11/2022,N4B,R,5,323,Chamaecrista fasciculata,4,
2022,early,6/8/2022,N4B,R,4,67,Arnoglossum plantagineum,4,
2022,late,8/11/2022,N4B,R,4,323,Chamaecrista fasciculata,6,
2022,early,6/8/2022,N4B,R,1,91,Liatris punctata,3,
2022,early,6/8/2022,N4B,R,1,104,Penstemon cobaea,1,
2022,late,8/11/2022,N4B,R,1,323,Chamaecrista fasciculata,1,
2022,early,6/8/2022,N4B,R,5,84,Hybanthus verticillatus,1,
2022,early,6/8/2022,N4B,R,5,111,Physalis pumila,1,
2022,early,6/8/2022,N4B,R,5,134,Tragia betonicifolia,2,
2022,late,8/11/2022,N4B,R,5,120,Ruellia humilis,1,
2022,late,8/11/2022,N4B,R,5,127,Solidago altissima,11,
2022,late,8/11/2022,N4B,R,5,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N4B,R,5,140,Vernonia baldwinii,2,
2022,early,6/8/2022,N4B,R,4,103,Oxalis violacea,20,
2022,early,6/8/2022,N4B,R,4,120,Ruellia humilis,1,
2022,late,8/11/2022,N4B,R,4,120,Ruellia humilis,2,
2022,late,8/11/2022,N4B,R,4,127,Solidago altissima,55,
2022,late,8/11/2022,N4B,R,4,58,Symphyotrichum (Aster) ericoides,5,
2022,early,6/8/2022,N4B,R,1,84,Hybanthus verticillatus,1,
2022,early,6/8/2022,N4B,R,1,122,Mimosa (Schrankii) quadrivalvis,1,
2022,early,6/8/2022,N4B,R,1,116,Pediomelum (Psoralea) esculentum,1,
2022,late,8/11/2022,N4B,R,1,91,Liatris punctata,7,
2022,late,8/11/2022,N4B,R,1,130,Solidago rigida,1,
2022,early,6/8/2022,N4B,L,5,76,Echinacea angustifolia,1,
2022,late,8/11/2022,N4B,L,5,2,Andropogon gerardii,70,
2022,late,8/11/2022,N4B,L,5,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N4B,L,5,3,Schizachyrium scoparium,10,
2022,late,8/11/2022,N4B,L,5,18,Sorghastrum nutans,8,
2022,late,8/11/2022,N4B,L,5,21,Sporobolus compositus (asper),3,
2022,late,8/11/2022,N4B,L,5,46,Ambrosia psilostachya,1,
2022,early,6/8/2022,N4B,L,1,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,L,1,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,L,1,76,Echinacea angustifolia,1,
2022,late,8/11/2022,N4B,L,1,2,Andropogon gerardii,40,
2022,late,8/11/2022,N4B,L,1,4,Bouteloua curtipendula,18,
2022,late,8/11/2022,N4B,L,1,3,Schizachyrium scoparium,28,
2022,late,8/11/2022,N4B,L,1,18,Sorghastrum nutans,9,
2022,late,8/11/2022,N4B,L,1,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,L,1,86,Brickellia (Kuhnia) eupatorioides,3,
2022,early,6/8/2022,N4B,L,4,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,L,4,76,Echinacea angustifolia,1,
2022,late,8/11/2022,N4B,L,4,2,Andropogon gerardii,38,
2022,late,8/11/2022,N4B,L,4,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N4B,L,4,3,Schizachyrium scoparium,40,
2022,late,8/11/2022,N4B,L,4,18,Sorghastrum nutans,10,
2022,late,8/11/2022,N4B,L,4,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N4B,L,4,72,Croton monanthogynus,2,
2022,early,6/8/2022,N4B,L,5,441,Oenothera glaucifolia,3,
2022,early,6/8/2022,N4B,L,5,41,Ceanothus herbaceus,5,
2022,late,8/11/2022,N4B,L,5,441,Oenothera glaucifolia,7,
2022,early,6/8/2022,N4B,L,1,9005,Unknown seedlings,,"2 unknown seedlings, southeast corner; ""*"" in cover data"
2022,early,6/8/2022,N4B,L,4,223,Stenaria nigricans,1,
2022,early,6/8/2022,N4B,L,5,84,Hybanthus verticillatus,3,
2022,early,6/8/2022,N4B,L,5,122,Mimosa (Schrankii) quadrivalvis,2,
2022,early,6/8/2022,N4B,L,5,111,Physalis pumila,1,
2022,early,6/8/2022,N4B,L,5,134,Tragia betonicifolia,1,
2022,late,8/11/2022,N4B,L,5,122,Mimosa (Schrankii) quadrivalvis,4,
2022,late,8/11/2022,N4B,L,5,111,Physalis pumila,2,
2022,early,6/8/2022,N4B,L,1,122,Mimosa (Schrankii) quadrivalvis,5,
2022,early,6/8/2022,N4B,L,1,134,Tragia betonicifolia,1,
2022,late,8/11/2022,N4B,L,1,128,Solidago missouriensis,1,
2022,late,8/11/2022,N4B,L,1,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N4B,L,1,59,Symphyotrichym (Aster) oblongifolium,1,
2022,early,6/8/2022,N4B,L,4,93,Lithospermum incisum,1,
2022,early,6/8/2022,N4B,L,4,122,Mimosa (Schrankii) quadrivalvis,6,
2022,early,6/8/2022,N4B,L,4,134,Tragia betonicifolia,3,
