year,season,date,watershed,block,plot,sppnum,taxa,cover,flw_cover,flw_number,notes
2021,Spring,5/23/2021,N1A,C,1,34,Carex meadii,7,NA,NA,
2021,Spring,5/23/2021,N1A,C,1,143,Lespedeza violacea,25,NA,NA,
2021,Spring,5/23/2021,N1A,C,1,103,Oxalis violacea,30,NA,NA,
2021,Spring,5/23/2021,N1A,C,1,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,2,Andropogon gerardii,95,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,4,Bouteloua curtipendula,1,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,3,Schizachyrium scoparium,6,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,18,Sorghastrum nutans,12,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,21,Sporobolus compositus,6,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,46,Ambrosia psilostachya,4,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,143,Lespedeza violacea,50,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,C,1,127,Solidago altissima,11,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,14,Dichanthelium oligosanthes,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,32,Carex gravida,3,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,56,Asclepias viridis,8,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,89,Lepidium densiflorum,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,92,Linum sulcatum,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,103,Oxalis violacea,20,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,120,Ruellia humilis,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,139,Verbena stricta,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,3,206,Viola nephrophylla,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,2,Andropogon gerardii,15,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,4,Bouteloua curtipendula,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,7,Bouteloua dactyloides,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,14,Dichanthelium oligosanthes,4,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,3,Schizachyrium scoparium,30,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,18,Sorghastrum nutans,30,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,21,Sporobolus compositus,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,31,Carex brevior,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,46,Ambrosia psilostachya,70,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,86,Brickellia eupatorioides,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,190,Setaria pumila,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,90,Lespedeza capitata,7,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,143,Lespedeza violacea,70,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,120,Ruellia humilis,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,127,Solidago altissima,5,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,58,Symphyotrichum ericoides,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,3,140,Vernonia baldwinii,4,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,31,Carex brevior,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,32,Carex gravida,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,33,Carex inops,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,34,Carex meadii,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,69,Callirhoe involucrata,5,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,90,Lespedeza capitata,4,NA,NA,
2021,Spring,5/23/2021,N1A,D,5,143,Lespedeza violacea,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,2,Andropogon gerardii,20,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,4,Bouteloua curtipendula,4,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,3,Schizachyrium scoparium,85,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,18,Sorghastrum nutans,6,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,52,Artemisia ludoviciana,3,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,86,Brickellia eupatorioides,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,69,Callirhoe involucrata,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,90,Lespedeza capitata,8,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,143,Lespedeza violacea,4,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,127,Solidago altissima,18,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,58,Symphyotrichum ericoides,5,NA,NA,
2021,Fall,8/13/2021,N1A,D,5,140,Vernonia baldwinii,4,NA,NA,
2021,Spring,5/23/2021,N1A,D,2,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,2,34,Carex meadii,12,NA,NA,
2021,Spring,5/23/2021,N1A,D,2,211,Ambrosia artemisiifolia,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,2,143,Lespedeza violacea,70,NA,NA,
2021,Spring,5/23/2021,N1A,D,2,103,Oxalis violacea,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,2,118,Ratibida columnifera,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,2,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,2,Andropogon gerardii,75,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,15,Panicum virgatum,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,3,Schizachyrium scoparium,22,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,18,Sorghastrum nutans,5,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,33,Carex inops,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,52,Artemisia ludoviciana,3,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,86,Brickellia eupatorioides,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,90,Lespedeza capitata,4,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,143,Lespedeza violacea,85,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,118,Ratibida columnifera,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,58,Symphyotrichum ericoides,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,2,140,Vernonia baldwinii,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,6,14,Dichanthelium oligosanthes,3,NA,NA,
2021,Spring,5/23/2021,N1A,D,6,31,Carex brevior,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,6,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,6,34,Carex meadii,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,6,143,Lespedeza violacea,23,NA,NA,
2021,Spring,5/23/2021,N1A,D,6,103,Oxalis violacea,7,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,2,Andropogon gerardii,9,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,4,Bouteloua curtipendula,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,14,Dichanthelium oligosanthes,6,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,3,Schizachyrium scoparium,30,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,18,Sorghastrum nutans,35,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,46,Ambrosia psilostachya,40,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,86,Brickellia eupatorioides,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,90,Lespedeza capitata,4,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,143,Lespedeza violacea,60,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,111,Physalis pumila,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,127,Solidago altissima,8,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,58,Symphyotrichum ericoides,3,NA,NA,
2021,Fall,8/13/2021,N1A,D,6,140,Vernonia baldwinii,6,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,31,Carex brevior,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,32,Carex gravida,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,33,Carex inops,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,34,Carex meadii,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,106,Dalea candida,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,231,Toxicodendron radicans,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,194,Physalis heterophylla,3,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,143,Lespedeza violacea,5,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,103,Oxalis violacea,2,NA,NA,
2021,Spring,5/23/2021,N1A,D,4,234,Rhus glabra,5,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,2,Andropogon gerardii,90,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,15,Panicum virgatum,5,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,18,Sorghastrum nutans,20,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,21,Sporobolus compositus,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,86,Brickellia eupatorioides,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,106,Dalea candida,3,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,231,Toxicodendron radicans,6,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,121,Salvia azurea,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,143,Lespedeza violacea,12,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,127,Solidago altissima,9,NA,NA,
2021,Fall,8/13/2021,N1A,D,4,58,Symphyotrichum ericoides,7,NA,NA,
2021,Spring,5/23/2021,N1A,D,1,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,1,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,1,34,Carex meadii,1,NA,NA,
2021,Spring,5/23/2021,N1A,D,1,107,Dalea multiflora,6,NA,NA,
2021,Spring,5/23/2021,N1A,D,1,143,Lespedeza violacea,11,NA,NA,
2021,Spring,5/23/2021,N1A,D,1,234,Rhus glabra,2,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,2,Andropogon gerardii,60,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,4,Bouteloua curtipendula,20,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,3,Schizachyrium scoparium,9,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,18,Sorghastrum nutans,6,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,107,Dalea multiflora,23,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,223,Stenaria nigricans,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,90,Lespedeza capitata,3,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,143,Lespedeza violacea,18,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,234,Rhus glabra,7,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,58,Symphyotrichum ericoides,3,NA,NA,
2021,Fall,8/13/2021,N1A,D,1,140,Vernonia baldwinii,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,14,Dichanthelium oligosanthes,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,34,Carex meadii,5,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,109,Dalea purpurea,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,77,Erigeron strigosus,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,123,Packera plattensis,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,99,Oenothera speciosa,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,143,Lespedeza violacea,23,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,92,Linum sulcatum,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,103,Oxalis violacea,3,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,112,Physalis virginiana,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,114,Plantago rhodosperma,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,234,Rhus glabra,3,NA,NA,
2021,Spring,5/23/2021,N1A,E,6,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,2,Andropogon gerardii,20,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,4,Bouteloua curtipendula,6,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,11,Eragrostis spectabilis,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,15,Panicum virgatum,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,3,Schizachyrium scoparium,30,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,18,Sorghastrum nutans,30,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,21,Sporobolus compositus,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,218,Tridens flavus,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,31,Carex brevior,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,46,Ambrosia psilostachya,20,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,106,Dalea candida,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,123,Packera plattensis,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,99,Oenothera speciosa,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,90,Lespedeza capitata,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,143,Lespedeza violacea,40,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,102,Oxalis stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,234,Rhus glabra,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,127,Solidago altissima,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,6,58,Symphyotrichum ericoides,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,5,33,Carex inops,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,5,34,Carex meadii,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,5,69,Callirhoe involucrata,3,NA,NA,
2021,Spring,5/23/2021,N1A,E,5,90,Lespedeza capitata,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,5,143,Lespedeza violacea,13,NA,NA,
2021,Spring,5/23/2021,N1A,E,5,103,Oxalis violacea,5,NA,NA,
2021,Spring,5/23/2021,N1A,E,5,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,2,Andropogon gerardii,100,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,4,Bouteloua curtipendula,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,11,Eragrostis spectabilis,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,18,Sorghastrum nutans,16,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,21,Sporobolus compositus,4,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,52,Artemisia ludoviciana,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,86,Brickellia eupatorioides,4,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,90,Lespedeza capitata,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,143,Lespedeza violacea,50,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,127,Solidago altissima,6,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,58,Symphyotrichum ericoides,5,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,5,140,Vernonia baldwinii,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,4,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,4,31,Carex brevior,3,NA,NA,
2021,Spring,5/23/2021,N1A,E,4,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,4,34,Carex meadii,8,NA,NA,
2021,Spring,5/23/2021,N1A,E,4,55,Asclepias verticillata,4,NA,NA,
2021,Spring,5/23/2021,N1A,E,4,143,Lespedeza violacea,26,NA,NA,
2021,Spring,5/23/2021,N1A,E,4,103,Oxalis violacea,7,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,2,Andropogon gerardii,25,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,4,Bouteloua curtipendula,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,3,Schizachyrium scoparium,40,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,18,Sorghastrum nutans,30,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,21,Sporobolus compositus,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,46,Ambrosia psilostachya,6,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,52,Artemisia ludoviciana,5,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,55,Asclepias verticillata,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,193,Euphorbia dentata,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,546,Desmodium perplexum,10,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,90,Lespedeza capitata,7,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,143,Lespedeza violacea,45,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,111,Physalis pumila,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,127,Solidago altissima,14,NA,NA,
2021,Fall,8/13/2021,N1A,E,4,58,Symphyotrichum ericoides,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,7,Bouteloua dactyloides,70,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,28,Hordeum pusillum,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,31,Carex brevior,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,34,Carex meadii,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,211,Ambrosia artemisiifolia,14,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,27,Vulpia octoflora,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,82,Hedeoma hispida,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,151,Kummerowia stipulacea,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,89,Lepidium densiflorum,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,102,Oxalis stricta,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,103,Oxalis violacea,5,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,114,Plantago rhodosperma,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,3,120,Ruellia humilis,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,2,Andropogon gerardii,8,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,4,Bouteloua curtipendula,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,7,Bouteloua dactyloides,85,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,3,Schizachyrium scoparium,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,18,Sorghastrum nutans,4,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,21,Sporobolus compositus,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,46,Ambrosia psilostachya,40,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,223,Stenaria nigricans,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,30,Schedonnardus paniculatus,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,151,Kummerowia stipulacea,5,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,90,Lespedeza capitata,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,130,Solidago rigida,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,58,Symphyotrichum ericoides,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,3,139,Verbena stricta,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,14,Dichanthelium oligosanthes,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,31,Carex brevior,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,33,Carex inops,5,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,40,Amorpha canescens,15,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,156,Acalypha virginica,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,90,Lespedeza capitata,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,143,Lespedeza violacea,2,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,103,Oxalis violacea,3,NA,NA,
2021,Spring,5/23/2021,N1A,E,2,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,2,Andropogon gerardii,70,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,3,Schizachyrium scoparium,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,18,Sorghastrum nutans,18,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,21,Sporobolus compositus,1,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,46,Ambrosia psilostachya,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,40,Amorpha canescens,53,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,90,Lespedeza capitata,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,143,Lespedeza violacea,7,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,127,Solidago altissima,5,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,130,Solidago rigida,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,2,140,Vernonia baldwinii,3,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,31,Carex brevior,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,34,Carex meadii,8,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,40,Amorpha canescens,8,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,546,Desmodium perplexum,8,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,143,Lespedeza violacea,12,NA,NA,
2021,Spring,5/23/2021,N1A,E,1,103,Oxalis violacea,20,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,2,Andropogon gerardii,70,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,3,Schizachyrium scoparium,5,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,18,Sorghastrum nutans,90,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,21,Sporobolus compositus,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,218,Tridens flavus,9,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,46,Ambrosia psilostachya,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,40,Amorpha canescens,12,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,52,Artemisia ludoviciana,4,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,86,Brickellia eupatorioides,2,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,546,Desmodium perplexum,22,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,90,Lespedeza capitata,3,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,143,Lespedeza violacea,18,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,58,Symphyotrichum ericoides,8,NA,NA,
2021,Fall,8/13/2021,N1A,E,1,140,Vernonia baldwinii,20,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,34,Carex meadii,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,211,Ambrosia artemisiifolia,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,107,Dalea multiflora,4,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,70,Cirsium undulatum,8,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,145,Desmodium illinoense,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,43,Symphoricarpos orbiculatus,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,56,Asclepias viridis,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,148,Prunus americana,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,143,Lespedeza violacea,18,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,103,Oxalis violacea,30,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,111,Physalis pumila,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,234,Rhus glabra,17,NA,NA,
2021,Spring,5/23/2021,N1A,F,6,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,6,2,Andropogon gerardii,20,NA,NA,
2021,Fall,8/13/2021,N1A,F,6,4,Bouteloua curtipendula,10,1,6,
2021,Fall,8/13/2021,N1A,F,6,3,Schizachyrium scoparium,9,1,4,
2021,Fall,8/13/2021,N1A,F,6,18,Sorghastrum nutans,40,1,1,
2021,Fall,8/13/2021,N1A,F,6,218,Tridens flavus,4,1,1,
2021,Fall,8/13/2021,N1A,F,6,211,Ambrosia artemisiifolia,1,1,3,
2021,Fall,8/13/2021,N1A,F,6,46,Ambrosia psilostachya,11,1,16,
2021,Fall,8/13/2021,N1A,F,6,52,Artemisia ludoviciana,2,1,5,
2021,Fall,8/13/2021,N1A,F,6,72,Croton monanthogynus,2,1,5,
2021,Fall,8/13/2021,N1A,F,6,107,Dalea multiflora,10,3,100,
2021,Fall,8/13/2021,N1A,F,6,145,Desmodium illinoense,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,6,43,Symphoricarpos orbiculatus,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,6,148,Prunus americana,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,6,234,Rhus glabra,45,NA,NA,
2021,Fall,8/13/2021,N1A,F,6,140,Vernonia baldwinii,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,14,Dichanthelium oligosanthes,2,NA,NA,
