DataCode,RecType,RecDate,watershed,ppt,Comments
APT01,1,1989-06-02,HQ,1,
APT01,1,1989-06-03,HQ,9,
APT01,1,1989-06-04,HQ,2.5,
APT01,1,1989-06-05,HQ,0,
APT01,1,1989-06-10,HQ,21,
APT01,1,1989-06-22,HQ,15,
APT01,1,1989-06-23,HQ,1,
APT01,1,1989-06-24,HQ,3,
APT01,1,1989-06-26,HQ,10,
APT01,1,1989-06-27,HQ,0.5,
APT01,1,1989-06-30,HQ,2,
APT01,1,1989-07-01,HQ,1,
APT01,1,1989-07-03,HQ,0.5,
APT01,1,1989-07-10,HQ,0.5,
APT01,1,1989-07-11,HQ,1.5,
APT01,1,1989-07-12,HQ,5,
APT01,1,1989-07-14,HQ,0,
APT01,1,1989-07-15,HQ,1,
APT01,1,1989-07-17,HQ,18,
APT01,1,1989-07-18,HQ,2,
APT01,1,1989-07-23,HQ,7,
APT01,1,1989-07-30,HQ,3,
APT01,1,1989-07-31,HQ,13,
APT01,1,1989-08-01,HQ,2,
APT01,1,1989-08-03,HQ,1,
APT01,1,1989-08-04,HQ,12.5,
APT01,1,1989-08-05,HQ,1,
APT01,1,1989-08-19,HQ,47.5,
APT01,1,1989-08-20,HQ,22,
APT01,1,1989-08-22,HQ,10.5,
APT01,1,1989-08-24,HQ,7.5,
APT01,1,1989-08-25,HQ,3,
APT01,1,1989-08-27,HQ,33,
APT01,1,1989-08-28,HQ,19.5,
APT01,1,1989-09-04,HQ,50,
APT01,1,1989-09-05,HQ,40.5,
APT01,1,1989-09-08,HQ,32,
APT01,1,1989-09-09,HQ,9,
APT01,1,1989-09-12,HQ,9,
APT01,1,1989-09-13,HQ,5.5,
APT01,1,1989-10-16,HQ,8,
APT01,1,1989-10-27,HQ,34,
APT01,1,1989-10-28,HQ,30,
APT01,1,1989-10-29,HQ,6,
APT01,1,1989-12-10,HQ,1,
APT01,1,1989-12-11,HQ,0,
APT01,1,1989-12-14,HQ,2,
APT01,1,1989-12-18,HQ,5,
APT01,1,1989-12-19,HQ,1,
APT01,1,1989-12-30,HQ,1,
APT01,1,1990-01-03,HQ,11,
APT01,1,1990-01-04,HQ,0.5,
APT01,1,1990-01-16,HQ,7,
APT01,1,1990-01-19,HQ,5,
APT01,1,1990-01-24,HQ,1,
APT01,1,1990-02-01,HQ,4,
APT01,1,1990-02-02,HQ,1,
APT01,1,1990-02-06,HQ,0.5,
APT01,1,1990-02-14,HQ,9,
APT01,1,1990-02-15,HQ,4.5,
APT01,1,1990-02-21,HQ,2,
APT01,1,1990-02-22,HQ,7.5,
APT01,1,1990-03-05,HQ,0,
APT01,1,1990-03-06,HQ,25.5,
APT01,1,1990-03-07,HQ,6.5,
APT01,1,1990-03-11,HQ,4,
APT01,1,1990-03-13,HQ,3,
APT01,1,1990-03-14,HQ,2,
APT01,1,1990-03-23,HQ,10,
APT01,1,1990-03-24,HQ,1,
APT01,1,1990-03-28,HQ,7.5,
APT01,1,1990-03-29,HQ,0,
APT01,1,1990-03-30,HQ,4,
APT01,1,1990-03-31,HQ,0.5,
APT01,1,1990-04-05,HQ,4,
APT01,1,1990-04-09,HQ,10,
APT01,1,1990-04-12,HQ,0,
APT01,1,1990-04-13,HQ,1,
APT01,1,1990-04-16,HQ,0,
APT01,1,1990-04-19,HQ,0.5,
APT01,1,1990-04-25,HQ,1,
APT01,1,1990-04-27,HQ,1,
APT01,1,1990-05-02,HQ,4,
APT01,1,1990-05-03,HQ,2.5,
APT01,1,1990-05-04,HQ,4,
APT01,1,1990-05-09,HQ,25,
APT01,1,1990-05-12,HQ,19.5,
APT01,1,1990-05-14,HQ,10.5,
APT01,1,1990-05-15,HQ,3.5,
APT01,1,1990-05-18,HQ,0.5,
APT01,1,1990-05-19,HQ,6,
APT01,1,1990-05-20,HQ,8,
APT01,1,1990-05-21,HQ,1,
APT01,1,1990-05-24,HQ,2.5,
APT01,1,1990-05-26,HQ,12,
APT01,1,1990-05-29,HQ,1.5,
APT01,1,1990-05-30,HQ,2.5,
APT01,1,1990-06-10,HQ,30,
APT01,1,1990-06-15,HQ,20,
APT01,1,1990-06-18,HQ,22.5,
APT01,1,1990-06-19,HQ,3.5,
APT01,1,1990-06-20,HQ,5,
APT01,1,1990-06-26,HQ,17,
APT01,1,1990-07-09,HQ,7.5,
APT01,1,1990-07-10,HQ,1,
APT01,1,1990-07-19,HQ,3,
APT01,1,1990-07-20,HQ,1,
APT01,1,1990-07-21,HQ,44.5,
APT01,1,1990-07-25,HQ,22,
APT01,1,1990-07-26,HQ,25,
APT01,1,1990-07-27,HQ,2,
APT01,1,1990-07-29,HQ,0.5,
APT01,1,1990-08-02,HQ,2,
APT01,1,1990-08-03,HQ,42.5,
APT01,1,1990-08-11,HQ,8.5,
APT01,1,1990-08-12,HQ,22,
APT01,1,1990-08-14,HQ,1,
APT01,1,1990-08-15,HQ,7.5,
APT01,1,1990-08-16,HQ,111.5,
APT01,1,1990-09-17,HQ,3,
APT01,1,1990-09-18,HQ,4.5,
APT01,1,1990-09-27,HQ,1.5,
APT01,1,1990-09-29,HQ,4,
APT01,1,1990-10-02,HQ,7,
APT01,1,1990-10-03,HQ,5.5,
APT01,1,1990-10-08,HQ,10,
APT01,1,1990-10-20,HQ,1.5,
APT01,1,1990-10-24,HQ,1,
APT01,1,1990-11-03,HQ,42.5,
APT01,1,1990-11-04,HQ,0.5,
APT01,1,1990-11-07,HQ,0.5,
APT01,1,1990-11-08,HQ,1.5,
APT01,1,1990-11-26,HQ,4.8,
APT01,1,1990-11-27,HQ,1.7,
APT01,1,1990-12-02,HQ,1.8,
APT01,1,1990-12-17,HQ,3,
APT01,1,1990-12-28,HQ,9,
APT01,1,1990-12-29,HQ,1,
APT01,1,1990-12-30,HQ,1,
APT01,1,1991-01-04,HQ,0.5,
APT01,1,1991-01-05,HQ,0.5,
APT01,1,1991-01-10,HQ,5.5,
APT01,1,1991-01-11,HQ,0.2,
APT01,1,1991-01-20,HQ,0.4,
APT01,1,1991-01-25,HQ,6,
APT01,1,1991-01-26,HQ,0.5,
APT01,1,1991-02-01,HQ,0,
APT01,1,1991-02-07,HQ,0,
APT01,1,1991-02-28,HQ,0.5,
APT01,1,1991-03-01,HQ,15,
APT01,1,1991-03-13,HQ,1,
APT01,1,1991-03-15,HQ,1.4,
APT01,1,1991-03-16,HQ,10,
APT01,1,1991-03-17,HQ,7.5,
APT01,1,1991-03-27,HQ,1.2,
APT01,1,1991-04-02,HQ,5.8,
APT01,1,1991-04-12,HQ,26.9,
APT01,1,1991-04-13,HQ,13.9,
APT01,1,1991-04-17,HQ,23.8,
APT01,1,1991-04-21,HQ,1.5,
APT01,1,1991-04-22,HQ,0.4,
APT01,1,1991-04-24,HQ,0.2,
APT01,1,1991-04-26,HQ,5.9,
APT01,1,1991-04-28,HQ,0.9,
APT01,1,1991-05-01,HQ,0,
APT01,1,1991-05-02,HQ,0.1,
APT01,1,1991-05-03,HQ,4.4,
APT01,1,1991-05-04,HQ,0.6,
APT01,1,1991-05-11,HQ,21.2,
APT01,1,1991-05-14,HQ,2.8,
APT01,1,1991-05-21,HQ,4.3,
APT01,1,1991-05-23,HQ,18,
APT01,1,1991-05-25,HQ,1.5,
APT01,1,1991-05-26,HQ,32.2,
APT01,1,1991-05-27,HQ,10.3,
APT01,1,1991-05-29,HQ,17.5,
APT01,1,1991-05-30,HQ,6.2,
APT01,1,1991-06-01,HQ,11.5,
APT01,1,1991-06-05,HQ,11.2,
APT01,1,1991-06-10,HQ,27,
APT01,1,1991-06-14,HQ,7.6,
APT01,1,1991-06-21,HQ,30.7,
APT01,1,1991-07-01,HQ,2.4,
APT01,1,1991-07-02,HQ,1,
APT01,1,1991-07-09,HQ,16.2,
APT01,1,1991-07-10,HQ,17,
APT01,1,1991-07-11,HQ,5.2,
APT01,1,1991-07-22,HQ,0.6,
APT01,1,1991-07-23,HQ,0.2,
APT01,1,1991-07-24,HQ,3.4,
APT01,1,1991-07-31,HQ,0.5,
APT01,1,1991-08-03,HQ,7,
APT01,1,1991-08-04,HQ,20,
APT01,1,1991-08-06,HQ,1.5,
APT01,1,1991-08-08,HQ,0.5,
APT01,1,1991-08-16,HQ,0.2,
APT01,1,1991-08-22,HQ,0.2,
APT01,1,1991-08-23,HQ,12.5,
APT01,1,1991-08-30,HQ,0.8,
APT01,1,1991-09-02,HQ,0.2,
APT01,1,1991-09-03,HQ,1,
APT01,1,1991-09-07,HQ,6.5,
APT01,1,1991-09-10,HQ,2.3,
APT01,1,1991-09-13,HQ,2.9,
APT01,1,1991-09-17,HQ,14.2,
APT01,1,1991-10-25,HQ,0.8,
APT01,1,1991-10-26,HQ,0.2,
APT01,1,1991-10-28,HQ,10,
APT01,1,1991-10-31,HQ,55,
APT01,1,1991-11-01,HQ,1.5,
APT01,1,1991-11-06,HQ,0.3,
APT01,1,1991-11-11,HQ,6,
APT01,1,1991-11-15,HQ,0.2,
APT01,1,1991-11-16,HQ,15.8,
APT01,1,1991-11-17,HQ,4.2,
APT01,1,1991-11-22,HQ,5.3,
APT01,1,1991-11-29,HQ,7.3,
APT01,1,1991-12-11,HQ,7,
APT01,1,1991-12-12,HQ,4.3,
APT01,1,1991-12-19,HQ,8,
APT01,1,1991-12-20,HQ,12,
APT01,1,1991-12-22,HQ,6,
APT01,1,1991-12-23,HQ,5,
APT01,1,1991-12-27,HQ,1,
APT01,1,1991-12-31,HQ,2.9,
APT01,1,1992-01-01,HQ,2,
APT01,1,1992-01-02,HQ,0.5,
APT01,1,1992-01-04,HQ,0.2,
APT01,1,1992-01-05,HQ,4.1,
APT01,1,1992-01-12,HQ,1.8,
APT01,1,1992-01-22,HQ,15,
APT01,1,1992-02-11,HQ,1.6,
APT01,1,1992-02-13,HQ,2,
APT01,1,1992-02-14,HQ,4.5,
APT01,1,1992-02-17,HQ,1.9,
APT01,1,1992-02-26,HQ,0.8,
APT01,1,1992-03-04,HQ,2.7,
APT01,1,1992-03-05,HQ,22.3,
APT01,1,1992-03-06,HQ,2.9,
APT01,1,1992-03-09,HQ,1.4,
APT01,1,1992-03-17,HQ,2,
APT01,1,1992-03-18,HQ,17.2,
APT01,1,1992-03-19,HQ,2.6,
APT01,1,1992-03-24,HQ,4.6,
APT01,1,1992-03-28,HQ,4.2,
APT01,1,1992-03-29,HQ,6.8,
APT01,1,1992-04-09,HQ,0.8,
APT01,1,1992-04-15,HQ,1.8,
APT01,1,1992-04-18,HQ,2.8,
APT01,1,1992-04-19,HQ,2.4,
APT01,1,1992-04-20,HQ,2.8,
APT01,1,1992-04-22,HQ,1.2,
APT01,1,1992-05-11,HQ,0.4,
APT01,1,1992-05-14,HQ,25.8,
APT01,1,1992-05-20,HQ,0.7,
APT01,1,1992-05-25,HQ,1.9,
APT01,1,1992-05-31,HQ,5.4,
APT01,1,1992-06-01,HQ,4.5,
APT01,1,1992-06-02,HQ,12.9,
APT01,1,1992-06-03,HQ,3.2,
APT01,1,1992-06-05,HQ,17.5,
APT01,1,1992-06-09,HQ,1,
APT01,1,1992-06-10,HQ,2,
APT01,1,1992-06-14,HQ,7.6,
APT01,1,1992-06-15,HQ,19.4,
APT01,1,1992-06-16,HQ,18.8,
APT01,1,1992-06-17,HQ,0.7,
APT01,1,1992-06-19,HQ,2.5,
APT01,1,1992-06-24,HQ,0.2,
APT01,1,1992-06-28,HQ,6.1,
APT01,1,1992-07-04,HQ,71.3,
APT01,1,1992-07-05,HQ,8.1,
APT01,1,1992-07-08,HQ,0.5,
APT01,1,1992-07-09,HQ,10.4,
APT01,1,1992-07-10,HQ,16.6,
APT01,1,1992-07-11,HQ,2.8,
APT01,1,1992-07-12,HQ,0.8,
APT01,1,1992-07-13,HQ,16.1,
APT01,1,1992-07-15,HQ,3.6,
APT01,1,1992-07-16,HQ,1.6,
APT01,1,1992-07-18,HQ,0.4,
APT01,1,1992-07-19,HQ,29,
APT01,1,1992-07-20,HQ,21,
APT01,1,1992-07-22,HQ,90.6,
APT01,1,1992-07-26,HQ,23.3,
APT01,1,1992-07-29,HQ,8.5,
APT01,1,1992-08-02,HQ,8.8,
APT01,1,1992-08-03,HQ,0.5,
APT01,1,1992-08-04,HQ,4.8,
APT01,1,1992-08-05,HQ,4,
APT01,1,1992-08-07,HQ,5.6,
APT01,1,1992-08-09,HQ,17,
APT01,1,1992-08-11,HQ,2.7,
APT01,1,1992-08-13,HQ,1.7,
APT01,1,1992-08-14,HQ,1.7,
APT01,1,1992-08-25,HQ,0.7,
APT01,1,1992-09-01,HQ,5,
APT01,1,1992-09-05,HQ,4.9,
APT01,1,1992-09-17,HQ,14.6,
APT01,1,1992-09-18,HQ,6.6,
APT01,1,1992-09-19,HQ,1.2,
APT01,1,1992-09-20,HQ,16.5,
APT01,1,1992-09-26,HQ,25.8,
APT01,1,1992-10-07,HQ,34.8,
APT01,1,1992-10-08,HQ,14,
APT01,1,1992-10-23,HQ,0.6,
APT01,1,1992-10-26,HQ,5.6,
APT01,1,1992-10-28,HQ,3.2,
APT01,1,1992-10-29,HQ,4.2,
APT01,1,1992-10-31,HQ,0.5,
APT01,1,1992-11-01,HQ,4.7,
APT01,1,1992-11-02,HQ,1.5,
APT01,1,1992-11-06,HQ,1.3,
APT01,1,1992-11-09,HQ,6,
APT01,1,1992-11-10,HQ,4,
APT01,1,1992-11-11,HQ,8,
APT01,1,1992-11-12,HQ,1.3,
APT01,1,1992-11-17,HQ,0.8,
APT01,1,1992-11-18,HQ,26.6,
APT01,1,1992-11-19,HQ,26.3,
APT01,1,1992-11-23,HQ,0.6,
APT01,1,1992-11-24,HQ,3.4,
APT01,1,1992-11-25,HQ,9.8,
APT01,1,1992-12-05,HQ,1,
APT01,1,1992-12-08,HQ,6.5,
APT01,1,1992-12-13,HQ,19.6,
APT01,1,1992-12-14,HQ,14.6,
APT01,1,1992-12-29,HQ,2,
APT01,1,1993-01-02,HQ,4.2,
APT01,1,1993-01-03,HQ,4.2,
APT01,1,1993-01-08,HQ,1.3,
APT01,1,1993-01-09,HQ,6,
APT01,1,1993-01-11,HQ,2.3,
APT01,1,1993-01-12,HQ,4.2,
APT01,1,1993-01-20,HQ,8.1,
APT01,1,1993-02-03,HQ,5,
APT01,1,1993-02-10,HQ,3.8,
APT01,1,1993-02-11,HQ,0.8,
APT01,1,1993-02-15,HQ,3.5,
APT01,1,1993-02-25,HQ,3.7,
APT01,1,1993-03-01,HQ,8.7,
APT01,1,1993-03-02,HQ,1.5,
APT01,1,1993-03-18,HQ,2,
APT01,1,1993-03-19,HQ,5,
APT01,1,1993-03-21,HQ,0.4,
APT01,1,1993-03-22,HQ,0.8,
APT01,1,1993-03-28,HQ,3,
APT01,1,1993-03-29,HQ,13.4,
APT01,1,1993-03-30,HQ,15.9,
APT01,1,1993-03-31,HQ,15.7,
APT01,1,1993-04-03,HQ,14.8,
APT01,1,1993-04-04,HQ,0.8,
APT01,1,1993-04-07,HQ,2.5,
APT01,1,1993-04-08,HQ,3.4,
APT01,1,1993-04-12,HQ,15.8,
APT01,1,1993-04-15,HQ,0.3,
APT01,1,1993-04-17,HQ,2.3,
APT01,1,1993-04-19,HQ,0.8,
APT01,1,1993-04-20,HQ,1.5,
APT01,1,1993-04-28,HQ,4.6,
APT01,1,1993-04-30,HQ,1.8,
APT01,1,1993-05-01,HQ,8.2,
APT01,1,1993-05-02,HQ,18.8,
APT01,1,1993-05-03,HQ,22.2,
APT01,1,1993-05-06,HQ,15.7,
APT01,1,1993-05-07,HQ,4.8,
APT01,1,1993-05-08,HQ,60.2,
APT01,1,1993-05-09,HQ,21,
APT01,1,1993-05-10,HQ,46.8,
APT01,1,1993-05-11,HQ,5,
APT01,1,1993-05-12,HQ,0.6,
APT01,1,1993-05-15,HQ,3.4,
APT01,1,1993-05-16,HQ,3.2,
APT01,1,1993-05-17,HQ,7.4,
APT01,1,1993-05-19,HQ,4.8,
APT01,1,1993-05-22,HQ,0.2,
APT01,1,1993-05-23,HQ,10.8,
APT01,1,1993-05-27,HQ,0.2,
APT01,1,1993-05-29,HQ,0.9,
APT01,1,1993-05-30,HQ,7.5,
APT01,1,1993-06-02,HQ,0.5,
APT01,1,1993-06-03,HQ,1.5,
APT01,1,1993-06-04,HQ,2,
APT01,1,1993-06-05,HQ,0.5,
APT01,1,1993-06-07,HQ,4,
APT01,1,1993-06-13,HQ,16.4,
APT01,1,1993-06-17,HQ,24.8,
APT01,1,1993-06-18,HQ,18.6,
APT01,1,1993-06-19,HQ,38.2,
APT01,1,1993-06-23,HQ,27.2,
APT01,1,1993-06-24,HQ,1,
APT01,1,1993-06-26,HQ,0.2,
APT01,1,1993-06-28,HQ,13.7,
APT01,1,1993-06-30,HQ,8.5,
APT01,1,1993-07-01,HQ,41.6,
APT01,1,1993-07-02,HQ,5,
APT01,1,1993-07-04,HQ,46.8,
APT01,1,1993-07-05,HQ,18.6,
APT01,1,1993-07-06,HQ,2.6,
APT01,1,1993-07-07,HQ,7,
APT01,1,1993-07-09,HQ,18.9,
APT01,1,1993-07-10,HQ,0.5,
APT01,1,1993-07-11,HQ,3.8,
APT01,1,1993-07-13,HQ,6.4,
APT01,1,1993-07-14,HQ,6.7,
APT01,1,1993-07-15,HQ,0.5,
APT01,1,1993-07-17,HQ,91,
APT01,1,1993-07-18,HQ,21,
APT01,1,1993-07-19,HQ,13.3,
APT01,1,1993-07-20,HQ,8.8,
APT01,1,1993-07-21,HQ,26.1,
APT01,1,1993-07-22,HQ,3.6,
APT01,1,1993-07-24,HQ,40.7,
APT01,1,1993-07-25,HQ,17.8,
APT01,1,1993-07-26,HQ,5.1,
APT01,1,1993-08-03,HQ,3.1,
APT01,1,1993-08-05,HQ,9.5,
APT01,1,1993-08-11,HQ,0.5,
APT01,1,1993-08-13,HQ,18.4,
APT01,1,1993-08-16,HQ,0.2,
APT01,1,1993-08-20,HQ,34.8,
APT01,1,1993-08-23,HQ,2.6,
APT01,1,1993-08-27,HQ,35.1,
APT01,1,1993-08-28,HQ,16,
APT01,1,1993-08-30,HQ,12.4,
APT01,1,1993-09-02,HQ,3.6,
APT01,1,1993-09-05,HQ,17.4,
APT01,1,1993-09-07,HQ,1,
APT01,1,1993-09-14,HQ,0.4,
APT01,1,1993-09-17,HQ,0.2,
APT01,1,1993-09-18,HQ,3.4,
APT01,1,1993-09-19,HQ,33.5,
APT01,1,1993-09-22,HQ,1.6,
APT01,1,1993-09-23,HQ,4.8,
APT01,1,1993-09-24,HQ,18.8,
APT01,1,1993-09-25,HQ,0.5,
APT01,1,1993-10-02,HQ,0.4,
APT01,1,1993-10-08,HQ,3.3,
APT01,1,1993-10-10,HQ,2.3,
APT01,1,1993-10-11,HQ,0.3,
APT01,1,1993-10-14,HQ,8.2,
APT01,1,1993-10-15,HQ,0.8,
APT01,1,1993-10-16,HQ,1.8,
APT01,1,1993-10-17,HQ,0.5,
APT01,1,1993-10-18,HQ,5.5,
APT01,1,1993-11-11,HQ,0.8,
APT01,1,1993-11-12,HQ,10.6,
APT01,1,1993-11-13,HQ,0.4,
APT01,1,1993-11-14,HQ,6.2,
APT01,1,1993-11-16,HQ,0.2,
APT01,1,1993-11-23,HQ,1.8,
APT01,1,1993-11-24,HQ,.,
APT01,1,1993-12-03,HQ,0.2,
APT01,1,1993-12-12,HQ,2.2,
APT01,1,1993-12-13,HQ,15,
APT01,1,1993-12-14,HQ,2.5,
APT01,1,1993-12-24,HQ,0.2,
APT01,1,1994-01-02,HQ,0.8,
APT01,1,1994-01-04,HQ,0.2,
APT01,1,1994-01-14,HQ,1.7,
APT01,1,1994-01-17,HQ,1.6,
APT01,1,1994-01-26,HQ,4,
APT01,1,1994-02-18,HQ,2,
APT01,1,1994-02-19,HQ,2,
APT01,1,1994-02-22,HQ,6.8,
APT01,1,1994-02-28,HQ,0.2,
APT01,1,1994-03-06,HQ,0.6,
APT01,1,1994-03-07,HQ,1.7,
APT01,1,1994-03-12,HQ,0.3,
APT01,1,1994-03-26,HQ,3.3,
APT01,1,1994-04-02,HQ,9.4,
APT01,1,1994-04-05,HQ,1.1,
APT01,1,1994-04-09,HQ,19.6,
APT01,1,1994-04-11,HQ,4.2,
APT01,1,1994-04-12,HQ,1.7,
APT01,1,1994-04-21,HQ,23.1,
APT01,1,1994-04-25,HQ,1,
APT01,1,1994-04-27,HQ,20,
APT01,1,1994-04-28,HQ,11.8,
APT01,1,1994-04-29,HQ,1.4,
APT01,1,1994-04-30,HQ,7.4,
APT01,1,1994-05-02,HQ,3,
APT01,1,1994-05-06,HQ,19,
APT01,1,1994-05-13,HQ,3.9,
APT01,1,1994-05-14,HQ,32.3,
APT01,1,1994-05-29,HQ,5.4,
APT01,1,1994-06-01,HQ,0.3,
APT01,1,1994-06-02,HQ,3.8,
APT01,1,1994-06-04,HQ,0,
APT01,1,1994-06-05,HQ,11,
APT01,1,1994-06-07,HQ,19.3,
APT01,1,1994-06-08,HQ,22.2,
APT01,1,1994-06-09,HQ,0,
APT01,1,1994-06-11,HQ,0.8,
APT01,1,1994-06-13,HQ,4.4,
APT01,1,1994-06-21,HQ,0.1,
APT01,1,1994-06-22,HQ,17.4,
APT01,1,1994-06-23,HQ,16.5,
APT01,1,1994-06-29,HQ,1.5,
APT01,1,1994-06-30,HQ,5.8,
APT01,1,1994-07-01,HQ,16.3,
APT01,1,1994-07-02,HQ,2.5,
APT01,1,1994-07-03,HQ,9.8,
APT01,1,1994-07-04,HQ,5.2,
APT01,1,1994-07-07,HQ,7.3,
APT01,1,1994-07-08,HQ,0.6,
APT01,1,1994-07-14,HQ,0.8,
APT01,1,1994-07-15,HQ,3.2,
APT01,1,1994-07-17,HQ,2.5,
APT01,1,1994-07-18,HQ,29.7,
APT01,1,1994-07-20,HQ,7.6,
APT01,1,1994-07-24,HQ,0.6,
APT01,1,1994-07-25,HQ,0.8,
APT01,1,1994-07-26,HQ,8.9,
APT01,1,1994-08-02,HQ,9.6,
APT01,1,1994-08-03,HQ,12.6,
APT01,1,1994-08-06,HQ,5.2,
APT01,1,1994-08-19,HQ,0.1,
APT01,1,1994-08-26,HQ,38.4,
APT01,1,1994-08-29,HQ,40.3,
APT01,1,1994-08-30,HQ,0.5,
APT01,1,1994-09-04,HQ,1.2,
APT01,1,1994-09-21,HQ,3,
APT01,1,1994-09-22,HQ,2.4,
APT01,1,1994-09-23,HQ,0.7,
APT01,1,1994-09-24,HQ,0.4,
APT01,1,1994-09-25,HQ,0.2,
APT01,1,1994-10-02,HQ,2.6,
APT01,1,1994-10-05,HQ,15.3,
APT01,1,1994-10-06,HQ,9.2,
APT01,1,1994-10-15,HQ,4.6,
APT01,1,1994-10-16,HQ,0.2,
APT01,1,1994-10-17,HQ,3.1,
APT01,1,1994-10-23,HQ,0.2,
APT01,1,1994-10-29,HQ,0.2,
APT01,1,1994-10-30,HQ,4.6,
APT01,1,1994-10-31,HQ,2.1,
APT01,1,1994-11-03,HQ,1.8,
APT01,1,1994-11-04,HQ,0.8,
APT01,1,1994-11-13,HQ,5.1,
APT01,1,1994-11-17,HQ,1,
APT01,1,1994-11-19,HQ,11.2,
APT01,1,1994-11-20,HQ,24,
APT01,1,1994-11-27,HQ,3.2,
APT01,1,1994-12-05,HQ,0.2,
APT01,1,1994-12-06,HQ,25.2,
APT01,1,1994-12-07,HQ,1.8,
APT01,1,1994-12-09,HQ,8.1,
APT01,1,1994-12-14,HQ,0.2,
APT01,1,1994-12-16,HQ,0.2,
APT01,1,1994-12-20,HQ,0.8,
APT01,1,1994-12-21,HQ,0.8,
APT01,1,1994-12-31,HQ,6,
APT01,1,1995-01-05,HQ,1,
APT01,1,1995-01-06,HQ,2,
APT01,1,1995-01-26,HQ,2,
APT01,1,1995-01-27,HQ,3.7,
APT01,1,1995-01-28,HQ,9.4,
APT01,1,1995-02-02,HQ,1,
APT01,1,1995-02-12,HQ,1,
APT01,1,1995-02-15,HQ,0.5,
APT01,1,1995-02-26,HQ,2,
APT01,1,1995-02-28,HQ,0.4,
APT01,1,1995-03-01,HQ,0.4,
APT01,1,1995-03-02,HQ,0.3,
APT01,1,1995-03-04,HQ,2.5,
APT01,1,1995-03-06,HQ,9.1,
APT01,1,1995-03-12,HQ,0.3,
APT01,1,1995-03-13,HQ,63.3,
APT01,1,1995-03-14,HQ,2.3,
APT01,1,1995-03-25,HQ,26.4,
APT01,1,1995-04-03,HQ,0.7,
APT01,1,1995-04-09,HQ,0.2,
APT01,1,1995-04-10,HQ,30.2,
APT01,1,1995-04-11,HQ,2.5,
APT01,1,1995-04-16,HQ,13.2,
APT01,1,1995-04-17,HQ,10.3,
APT01,1,1995-04-18,HQ,2.7,
APT01,1,1995-04-19,HQ,4.8,
APT01,1,1995-04-20,HQ,4.7,
APT01,1,1995-04-21,HQ,0.3,
APT01,1,1995-04-26,HQ,8.6,
APT01,1,1995-04-30,HQ,11.3,
APT01,1,1995-05-01,HQ,3.8,
APT01,1,1995-05-02,HQ,1.3,
APT01,1,1995-05-03,HQ,13.6,
APT01,1,1995-05-04,HQ,0.5,
APT01,1,1995-05-06,HQ,1.9,
APT01,1,1995-05-07,HQ,27.9,
APT01,1,1995-05-08,HQ,0.2,
APT01,1,1995-05-09,HQ,1.8,
APT01,1,1995-05-12,HQ,51,
APT01,1,1995-05-13,HQ,52.8,
APT01,1,1995-05-15,HQ,0,
APT01,1,1995-05-16,HQ,29.6,
APT01,1,1995-05-17,HQ,38.9,
APT01,1,1995-05-20,HQ,1.3,
APT01,1,1995-05-21,HQ,1.6,
APT01,1,1995-05-22,HQ,8.6,
APT01,1,1995-05-23,HQ,71.7,
APT01,1,1995-05-26,HQ,12,
APT01,1,1995-05-27,HQ,33.5,
APT01,1,1995-05-31,HQ,5.5,
APT01,1,1995-06-01,HQ,3,
APT01,1,1995-06-03,HQ,4.8,
APT01,1,1995-06-04,HQ,13.8,
APT01,1,1995-06-07,HQ,0,
APT01,1,1995-06-08,HQ,17.6,
APT01,1,1995-06-09,HQ,15.4,
APT01,1,1995-06-23,HQ,0.2,
APT01,1,1995-06-24,HQ,47.1,
APT01,1,1995-06-25,HQ,28.8,
APT01,1,1995-06-28,HQ,1.8,
APT01,1,1995-07-01,HQ,0.8,
APT01,1,1995-07-03,HQ,0.2,
APT01,1,1995-07-04,HQ,24.4,
APT01,1,1995-07-10,HQ,0.2,
APT01,1,1995-07-15,HQ,0.2,
APT01,1,1995-07-16,HQ,1.2,
APT01,1,1995-07-19,HQ,32.6,
APT01,1,1995-07-20,HQ,3.2,
APT01,1,1995-07-24,HQ,3.2,
APT01,1,1995-07-25,HQ,4.3,
APT01,1,1995-07-31,HQ,0.3,
APT01,1,1995-08-02,HQ,1.2,
APT01,1,1995-08-03,HQ,1,
APT01,1,1995-08-06,HQ,6,
APT01,1,1995-08-14,HQ,37,
APT01,1,1995-08-15,HQ,34,
APT01,1,1995-09-01,HQ,2.6,
APT01,1,1995-09-06,HQ,1,
APT01,1,1995-09-12,HQ,1.9,
APT01,1,1995-09-18,HQ,49,
APT01,1,1995-09-19,HQ,12.1,
APT01,1,1995-09-20,HQ,1.5,
APT01,1,1995-09-21,HQ,13.4,
APT01,1,1995-09-24,HQ,0.4,
APT01,1,1995-09-29,HQ,3,
APT01,1,1995-09-30,HQ,3.7,
APT01,1,1995-10-02,HQ,5.1,
APT01,1,1995-10-05,HQ,1,
APT01,1,1995-10-30,HQ,4.3,
APT01,1,1995-10-31,HQ,0.4,
APT01,1,1995-11-01,HQ,4.5,
APT01,1,1995-11-04,HQ,0.3,
APT01,1,1995-11-05,HQ,2.4,
APT01,1,1995-11-10,HQ,4.5,
APT01,1,1995-11-12,HQ,0.3,
APT01,1,1995-12-08,HQ,7.5,
APT01,1,1995-12-18,HQ,9.5,
APT01,1,1995-12-21,HQ,2.7,
